0,1,2,3
"Inflection of autio (Kotus type 3/valtio, no gradation)",,,
nominative,autio,autiot,
genitive,aution,autioidenautioitten,
partitive,autiota,autioita,
illative,autioon,autioihin,
,singular,plural,
nominative,autio,autiot,
accusative,nom.,autio,autiot
gen.,aution,,
genitive,aution,autioidenautioitten,
partitive,autiota,autioita,
inessive,autiossa,autioissa,
elative,autiosta,autioista,
illative,autioon,autioihin,
adessive,autiolla,autioilla,
ablative,autiolta,autioilta,
allative,autiolle,autioille,
essive,autiona,autioina,
translative,autioksi,autioiksi,
instructive,—,autioin,
abessive,autiotta,autioitta,
comitative,—,autioine,
autioittaa  autioitua  autiomaa,,autiosaari  autiotalo  autiotupa,
