0,1,2,3,4,5,6
PIE root,,,,,,
*ǵenh₁-,,,,,,
"Inflection of kunnia (Kotus type 12/kulkija, no gradation)",,,,,,
nominative,kunnia,kunniat,,,,
genitive,kunnian,kunnioidenkunnioitten,,,,
partitive,kunniaa,kunnioita,,,,
illative,kunniaan,kunnioihin,,,,
,singular,plural,,,,
nominative,kunnia,kunniat,,,,
accusative,nom.,kunnia,kunniat,,,
gen.,kunnian,,,,,
genitive,kunnian,kunnioidenkunnioittenkunniainrare,,,,
partitive,kunniaa,kunnioita,,,,
inessive,kunniassa,kunnioissa,,,,
elative,kunniasta,kunnioista,,,,
illative,kunniaan,kunnioihin,,,,
adessive,kunnialla,kunnioilla,,,,
ablative,kunnialta,kunnioilta,,,,
allative,kunnialle,kunnioille,,,,
essive,kunniana,kunnioina,,,,
translative,kunniaksi,kunnioiksi,,,,
instructive,—,kunnioin,,,,
abessive,kunniatta,kunnioitta,,,,
comitative,—,kunnioineen,,,,
kunniakas  kunniallinen,,kunniaton  kunnioittaa,,,,
kunniakkaasti  kunniakkuus  kunniallisesti,,kunniallisuus  kunniattomasti  kunnioitettava,,kunnioitettavasti  kunnioitettavuus  kunnioittamaton,,kunnioittamattomuus  kunnioittava  kunnioittavasti
kunnia-asia  kunniajuoksu  kunniajäsen  kunniajäsenyys  kunniakierros  kunniakirja  kunniakomppania  kunniakonsuli  kunniakuja  kunniakäynti  kunnialaukaus  kunniamaininta,,kunniamarssi  kunniamerkki  kunniamurha  kunnianarkuus  kunnianarvoinen  kunnianarvoisa  kunnianhimo  kunnianhimoinen  kunnianhimoisesti  kunnianimi  kunnianimitys,,kunniankipeä  kunnianloukkaus  kunnianosoitus  kunnianteko  kunniantunto  kunniapaikka  kunniapalkinto  kunniaportti  kunniapuheenjohtaja  kunniasana  kunniasija,,kunniataulu  kunniatehtävä  kunniatohtori  kunniatuomioistuin  kunniavahti  kunniavartija  kunniavartio  kunniavartiomies  kunniavelka  kunniavieras  kunniavirka
