0,1,2,3,4
"Inflection of aikainen (Kotus type 38/nainen, no gradation)",,,,
nominative,aikainen,aikaiset,,
genitive,aikaisen,aikaistenaikaisien,,
partitive,aikaista,aikaisia,,
illative,aikaiseen,aikaisiin,,
,singular,plural,,
nominative,aikainen,aikaiset,,
accusative,nom.,aikainen,aikaiset,
gen.,aikaisen,,,
genitive,aikaisen,aikaistenaikaisien,,
partitive,aikaista,aikaisia,,
inessive,aikaisessa,aikaisissa,,
elative,aikaisesta,aikaisista,,
illative,aikaiseen,aikaisiin,,
adessive,aikaisella,aikaisilla,,
ablative,aikaiselta,aikaisilta,,
allative,aikaiselle,aikaisille,,
essive,aikaisena,aikaisina,,
translative,aikaiseksi,aikaisiksi,,
instructive,—,aikaisin,,
abessive,aikaisetta,aikaisitta,,
comitative,—,aikaisine,,
aikaisin  aikaisintaan  aikaistaa,,aikaistua  aikaisuus,,
aataminaikainen  elinaikainen  elämänaikainen  ennenaikainen  entisaikainen  eriaikainen  ikiaikainen  keskiaikainen  kouluaikainen  kustavilaisaikainen  lapsuudenaikainen  lyhytaikainen  muinaisaikainen  määräaikainen  nuoruudenaikainen  nuoruusaikainen,,nykyaikainen  oikea-aikainen  osa-aikainen  pakanuudenaikainen  pitkäaikainen  poikuusaikainen  päiväaikainen  päiväsaikainen  raskaudenaikainen  rauhanaikainen  reaaliaikainen  samanaikainen  senaikainen  sikiöaikainen  sodanaikainen,,sota-aikainen  tosiaikainen  tsaarinaikainen  turhanaikainen  tyttöaikainen  täysiaikainen  uudenaikainen  vanhanaikainen  viikinkiaikainen  viimeaikainen  väliaikainen  yhtaikainen  yhtäaikainen  yliaikainen  yöaikainen
