0,1,2,3,4,5,6
"Inflection of tyhjä (Kotus type 10/koira, no gradation)",,,,,,
nominative,tyhjä,tyhjät,,,,
genitive,tyhjän,tyhjien,,,,
partitive,tyhjää,tyhjiä,,,,
illative,tyhjään,tyhjiin,,,,
,singular,plural,,,,
nominative,tyhjä,tyhjät,,,,
accusative,nom.,tyhjä,tyhjät,,,
gen.,tyhjän,,,,,
genitive,tyhjän,tyhjientyhjäinrare,,,,
partitive,tyhjää,tyhjiä,,,,
inessive,tyhjässä,tyhjissä,,,,
elative,tyhjästä,tyhjistä,,,,
illative,tyhjään,tyhjiin,,,,
adessive,tyhjällä,tyhjillä,,,,
ablative,tyhjältä,tyhjiltä,,,,
allative,tyhjälle,tyhjille,,,,
essive,tyhjänä,tyhjinä,,,,
translative,tyhjäksi,tyhjiksi,,,,
instructive,—,tyhjin,,,,
abessive,tyhjättä,tyhjittä,,,,
comitative,—,tyhjineen,,,,
tyhje  tyhjennellä  tyhjennys  tyhjennyttää,,tyhjentymätön  tyhjentyä  tyhjentäjä  tyhjentävä,,tyhjentää  tyhjetä  tyhjiin  tyhjillään,,tyhjiö  tyhjyys  tyhjästä  tyhjätä
tyhjäkätinen  tyhjäkäynti  tyhjämerkki  tyhjänaikainen  tyhjänpäiten,,tyhjänpäiten  tyhjänpäiväinen  tyhjänpäiväisesti  tyhjänpäiväisyys  tyhjäntoimittaja,,tyhjänoimittaminen  tyhjäntoimitus  tyhjäpaino  tyhjäpäinen,,tyhjäsuoli  tyhjätasku  tyhjätaskuinen  tyhjätilamerkki
