0,1,2,3
ordinal number,,,
1.,Previous:,nollas,
Next:,toinen,,
"Inflection of ensimmäinen (Kotus type 38/nainen, no gradation)",,,
nominative,ensimmäinen,ensimmäiset,
genitive,ensimmäisen,ensimmäistenensimmäisien,
partitive,ensimmäistä,ensimmäisiä,
illative,ensimmäiseen,ensimmäisiin,
,singular,plural,
nominative,ensimmäinen,ensimmäiset,
accusative,nom.,ensimmäinen,ensimmäiset
gen.,ensimmäisen,,
genitive,ensimmäisen,ensimmäistenensimmäisien,
partitive,ensimmäistä,ensimmäisiä,
inessive,ensimmäisessä,ensimmäisissä,
elative,ensimmäisestä,ensimmäisistä,
illative,ensimmäiseen,ensimmäisiin,
adessive,ensimmäisellä,ensimmäisillä,
ablative,ensimmäiseltä,ensimmäisiltä,
allative,ensimmäiselle,ensimmäisille,
essive,ensimmäisenä,ensimmäisinä,
translative,ensimmäiseksi,ensimmäisiksi,
instructive,—,ensimmäisin,
abessive,ensimmäisettä,ensimmäisittä,
comitative,—,ensimmäisine,
