0,1,2,3
Greek letter,,,
Γγ,Previous:,beeta,
Next:,delta,,
"Inflection of gamma (Kotus type 9/kala, no gradation)",,,
nominative,gamma,gammat,
genitive,gamman,gammojen,
partitive,gammaa,gammoja,
illative,gammaan,gammoihin,
,singular,plural,
nominative,gamma,gammat,
accusative,nom.,gamma,gammat
gen.,gamman,,
genitive,gamman,gammojengammainrare,
partitive,gammaa,gammoja,
inessive,gammassa,gammoissa,
elative,gammasta,gammoista,
illative,gammaan,gammoihin,
adessive,gammalla,gammoilla,
ablative,gammalta,gammoilta,
allative,gammalle,gammoille,
essive,gammana,gammoina,
translative,gammaksi,gammoiksi,
instructive,—,gammoin,
abessive,gammatta,gammoitta,
comitative,—,gammoineen,
