0,1,2,3,4,5,6
"Inflection of tuuli (Kotus type 26/pieni, no gradation)",,,,,,
nominative,tuuli,tuulet,,,,
genitive,tuulen,tuultentuulien,,,,
partitive,tuulta,tuulia,,,,
illative,tuuleen,tuuliin,,,,
,singular,plural,,,,
nominative,tuuli,tuulet,,,,
accusative,nom.,tuuli,tuulet,,,
gen.,tuulen,,,,,
genitive,tuulen,tuultentuulien,,,,
partitive,tuulta,tuulia,,,,
inessive,tuulessa,tuulissa,,,,
elative,tuulesta,tuulista,,,,
illative,tuuleen,tuuliin,,,,
adessive,tuulella,tuulilla,,,,
ablative,tuulelta,tuulilta,,,,
allative,tuulelle,tuulille,,,,
essive,tuulena,tuulina,,,,
translative,tuuleksi,tuuliksi,,,,
instructive,—,tuulin,,,,
abessive,tuuletta,tuulitta,,,,
comitative,—,tuulineen,,,,
tuuletella  tuuletin  tuuleton  tuulettaa  tuulettamaton,,tuulettua  tuuletus  Tuuli  Tuulikki  tuulinen,,tuulisuus  tuulla  tuulonen  tuulahdella  tuulahdus,,tuulahtaa  tuulauttaa  tuulesta temmattu
tuulenarka  tuulenhalkaisija  tuulenhaltija  tuulenhenki  tuulenhenkäys  tuulenhumina  tuulenjumala  tuulenkaato  tuulenkala  tuulenkynsi  tuulenleyhkä  tuulennopeus  tuulenpaine  tuulenpesä,,tuulenpitävä  tuulenpuoleinen  tuulenpuoli  tuulenpuuska  tuulensilmä  tuulensuoja  tuulensuojainen  tuulensuojalevy  tuulensuosija  tuulentupa  tuulenviri  tuulenväre  tuuliajo  tuuliankkuri,,tuulienergia  tuulihaka  tuuliharppu  tuulihattu  tuulihaukka  tuulikaappi  tuulikangas  tuulikannel  tuulikorjaus  tuulilasi  tuulimittari  tuulimylly  tuuliolot  tuuliperäsin,,tuulipoikkeama  tuulipuku  tuulipukukansa  tuulipusero  tuulipussi  tuuliruusu  tuulispää  tuulitunneli  tuuliturbiini  tuuliviiri  tuulivoima  tuulivoimala  tuulivyöhyke
