0,1,2,3,4,5
"Inflection of pyytää (Kotus type 54/huutaa, t-d gradation)",,,,,
indicative mood,,,,,
present tense,perfect,,,,
person,positive,negative,person,positive,negative
1st sing.,pyydän,en pyydä,1st sing.,olen pyytänyt,en ole pyytänyt
2nd sing.,pyydät,et pyydä,2nd sing.,olet pyytänyt,et ole pyytänyt
3rd sing.,pyytää,ei pyydä,3rd sing.,on pyytänyt,ei ole pyytänyt
1st plur.,pyydämme,emme pyydä,1st plur.,olemme pyytäneet,emme ole pyytäneet
2nd plur.,pyydätte,ette pyydä,2nd plur.,olette pyytäneet,ette ole pyytäneet
3rd plur.,pyytävät,eivät pyydä,3rd plur.,ovat pyytäneet,eivät ole pyytäneet
passive,pyydetään,ei pyydetä,passive,on pyydetty,ei ole pyydetty
past tense,pluperfect,,,,
person,positive,negative,person,positive,negative
1st sing.,pyysin,en pyytänyt,1st sing.,olin pyytänyt,en ollut pyytänyt
2nd sing.,pyysit,et pyytänyt,2nd sing.,olit pyytänyt,et ollut pyytänyt
3rd sing.,pyysi,ei pyytänyt,3rd sing.,oli pyytänyt,ei ollut pyytänyt
1st plur.,pyysimme,emme pyytäneet,1st plur.,olimme pyytäneet,emme olleet pyytäneet
2nd plur.,pyysitte,ette pyytäneet,2nd plur.,olitte pyytäneet,ette olleet pyytäneet
3rd plur.,pyysivät,eivät pyytäneet,3rd plur.,olivat pyytäneet,eivät olleet pyytäneet
passive,pyydettiin,ei pyydetty,passive,oli pyydetty,ei ollut pyydetty
conditional mood,,,,,
present,perfect,,,,
person,positive,negative,person,positive,negative
1st sing.,pyytäisin,en pyytäisi,1st sing.,olisin pyytänyt,en olisi pyytänyt
2nd sing.,pyytäisit,et pyytäisi,2nd sing.,olisit pyytänyt,et olisi pyytänyt
3rd sing.,pyytäisi,ei pyytäisi,3rd sing.,olisi pyytänyt,ei olisi pyytänyt
1st plur.,pyytäisimme,emme pyytäisi,1st plur.,olisimme pyytäneet,emme olisi pyytäneet
2nd plur.,pyytäisitte,ette pyytäisi,2nd plur.,olisitte pyytäneet,ette olisi pyytäneet
3rd plur.,pyytäisivät,eivät pyytäisi,3rd plur.,olisivat pyytäneet,eivät olisi pyytäneet
passive,pyydettäisiin,ei pyydettäisi,passive,olisi pyydetty,ei olisi pyydetty
imperative mood,,,,,
present,perfect,,,,
person,positive,negative,person,positive,negative
1st sing.,—,—,1st sing.,—,—
2nd sing.,pyydä,älä pyydä,2nd sing.,ole pyytänyt,älä ole pyytänyt
3rd sing.,pyytäköön,älköön pyytäkö,3rd sing.,olkoon pyytänyt,älköön olko pyytänyt
1st plur.,pyytäkäämme,älkäämme pyytäkö,1st plur.,olkaamme pyytäneet,älkäämme olko pyytäneet
2nd plur.,pyytäkää,älkää pyytäkö,2nd plur.,olkaa pyytäneet,älkää olko pyytäneet
3rd plur.,pyytäkööt,älkööt pyytäkö,3rd plur.,olkoot pyytäneet,älkööt olko pyytäneet
passive,pyydettäköön,älköön pyydettäkö,passive,olkoon pyydetty,älköön olko pyydetty
potential mood,,,,,
present,perfect,,,,
person,positive,negative,person,positive,negative
1st sing.,pyytänen,en pyytäne,1st sing.,lienen pyytänyt,en liene pyytänyt
2nd sing.,pyytänet,et pyytäne,2nd sing.,lienet pyytänyt,et liene pyytänyt
3rd sing.,pyytänee,ei pyytäne,3rd sing.,lienee pyytänyt,ei liene pyytänyt
1st plur.,pyytänemme,emme pyytäne,1st plur.,lienemme pyytäneet,emme liene pyytäneet
2nd plur.,pyytänette,ette pyytäne,2nd plur.,lienette pyytäneet,ette liene pyytäneet
3rd plur.,pyytänevät,eivät pyytäne,3rd plur.,lienevät pyytäneet,eivät liene pyytäneet
passive,pyydettäneen,ei pyydettäne,passive,lienee pyydetty,ei liene pyydetty
Nominal forms,,,,,
infinitives,participles,,,,
,active,passive,,active,passive
1st,pyytää,present,pyytävä,pyydettävä,
long 1st2,pyytääkseen,past,pyytänyt,pyydetty,
2nd,inessive1,pyytäessä,pyydettäessä,"agent1, 3",pyytämä
instructive,pyytäen,—,negative,pyytämätön,
3rd,inessive,pyytämässä,—,1) Usually with a possessive suffix. 2) Used only with a possessive suffix; this is the form for the third-person singular and third-person plural. 3) Does not exist in the case of intransitive verbs. Do not confuse with nouns formed with the -ma suffix.,
elative,pyytämästä,—,,,
illative,pyytämään,—,,,
adessive,pyytämällä,—,,,
abessive,pyytämättä,—,,,
instructive,pyytämän,pyydettämän,,,
4th,nominative,pyytäminen,,,
partitive,pyytämistä,,,,
5th2,pyytämäisillään,,,,
adjectives: pyyteetön  nouns: pyyntö,,"pyytää anteeksi = to apologize, ask for forgiveness.  verbs: frequentative pyydellä",,,
"Inflection of pyytää (Kotus type 53/muistaa, t-d gradation)",,,,,
indicative mood,,,,,
present tense,perfect,,,,
person,positive,negative,person,positive,negative
1st sing.,pyydän,en pyydä,1st sing.,olen pyytänyt,en ole pyytänyt
2nd sing.,pyydät,et pyydä,2nd sing.,olet pyytänyt,et ole pyytänyt
3rd sing.,pyytää,ei pyydä,3rd sing.,on pyytänyt,ei ole pyytänyt
1st plur.,pyydämme,emme pyydä,1st plur.,olemme pyytäneet,emme ole pyytäneet
2nd plur.,pyydätte,ette pyydä,2nd plur.,olette pyytäneet,ette ole pyytäneet
3rd plur.,pyytävät,eivät pyydä,3rd plur.,ovat pyytäneet,eivät ole pyytäneet
passive,pyydetään,ei pyydetä,passive,on pyydetty,ei ole pyydetty
past tense,pluperfect,,,,
person,positive,negative,person,positive,negative
1st sing.,pyydin,en pyytänyt,1st sing.,olin pyytänyt,en ollut pyytänyt
2nd sing.,pyydit,et pyytänyt,2nd sing.,olit pyytänyt,et ollut pyytänyt
3rd sing.,pyyti,ei pyytänyt,3rd sing.,oli pyytänyt,ei ollut pyytänyt
1st plur.,pyydimme,emme pyytäneet,1st plur.,olimme pyytäneet,emme olleet pyytäneet
2nd plur.,pyyditte,ette pyytäneet,2nd plur.,olitte pyytäneet,ette olleet pyytäneet
3rd plur.,pyytivät,eivät pyytäneet,3rd plur.,olivat pyytäneet,eivät olleet pyytäneet
passive,pyydettiin,ei pyydetty,passive,oli pyydetty,ei ollut pyydetty
conditional mood,,,,,
present,perfect,,,,
person,positive,negative,person,positive,negative
1st sing.,pyytäisin,en pyytäisi,1st sing.,olisin pyytänyt,en olisi pyytänyt
2nd sing.,pyytäisit,et pyytäisi,2nd sing.,olisit pyytänyt,et olisi pyytänyt
3rd sing.,pyytäisi,ei pyytäisi,3rd sing.,olisi pyytänyt,ei olisi pyytänyt
1st plur.,pyytäisimme,emme pyytäisi,1st plur.,olisimme pyytäneet,emme olisi pyytäneet
2nd plur.,pyytäisitte,ette pyytäisi,2nd plur.,olisitte pyytäneet,ette olisi pyytäneet
3rd plur.,pyytäisivät,eivät pyytäisi,3rd plur.,olisivat pyytäneet,eivät olisi pyytäneet
passive,pyydettäisiin,ei pyydettäisi,passive,olisi pyydetty,ei olisi pyydetty
imperative mood,,,,,
present,perfect,,,,
person,positive,negative,person,positive,negative
1st sing.,—,—,1st sing.,—,—
2nd sing.,pyydä,älä pyydä,2nd sing.,ole pyytänyt,älä ole pyytänyt
3rd sing.,pyytäköön,älköön pyytäkö,3rd sing.,olkoon pyytänyt,älköön olko pyytänyt
1st plur.,pyytäkäämme,älkäämme pyytäkö,1st plur.,olkaamme pyytäneet,älkäämme olko pyytäneet
2nd plur.,pyytäkää,älkää pyytäkö,2nd plur.,olkaa pyytäneet,älkää olko pyytäneet
3rd plur.,pyytäkööt,älkööt pyytäkö,3rd plur.,olkoot pyytäneet,älkööt olko pyytäneet
passive,pyydettäköön,älköön pyydettäkö,passive,olkoon pyydetty,älköön olko pyydetty
potential mood,,,,,
present,perfect,,,,
person,positive,negative,person,positive,negative
1st sing.,pyytänen,en pyytäne,1st sing.,lienen pyytänyt,en liene pyytänyt
2nd sing.,pyytänet,et pyytäne,2nd sing.,lienet pyytänyt,et liene pyytänyt
3rd sing.,pyytänee,ei pyytäne,3rd sing.,lienee pyytänyt,ei liene pyytänyt
1st plur.,pyytänemme,emme pyytäne,1st plur.,lienemme pyytäneet,emme liene pyytäneet
2nd plur.,pyytänette,ette pyytäne,2nd plur.,lienette pyytäneet,ette liene pyytäneet
3rd plur.,pyytänevät,eivät pyytäne,3rd plur.,lienevät pyytäneet,eivät liene pyytäneet
passive,pyydettäneen,ei pyydettäne,passive,lienee pyydetty,ei liene pyydetty
Nominal forms,,,,,
infinitives,participles,,,,
,active,passive,,active,passive
1st,pyytää,present,pyytävä,pyydettävä,
long 1st2,pyytääkseen,past,pyytänyt,pyydetty,
2nd,inessive1,pyytäessä,pyydettäessä,"agent1, 3",pyytämä
instructive,pyytäen,—,negative,pyytämätön,
3rd,inessive,pyytämässä,—,1) Usually with a possessive suffix. 2) Used only with a possessive suffix; this is the form for the third-person singular and third-person plural. 3) Does not exist in the case of intransitive verbs. Do not confuse with nouns formed with the -ma suffix.,
elative,pyytämästä,—,,,
illative,pyytämään,—,,,
adessive,pyytämällä,—,,,
abessive,pyytämättä,—,,,
instructive,pyytämän,pyydettämän,,,
4th,nominative,pyytäminen,,,
partitive,pyytämistä,,,,
5th2,pyytämäisillään,,,,
