0,1,2,3,4,5,6
"Inflection of pari (Kotus type 5/risti, no gradation)",,,,,,
nominative,pari,parit,,,,
genitive,parin,parien,,,,
partitive,paria,pareja,,,,
illative,pariin,pareihin,,,,
,singular,plural,,,,
nominative,pari,parit,,,,
accusative,nom.,pari,parit,,,
gen.,parin,,,,,
genitive,parin,parien,,,,
partitive,paria,pareja,,,,
inessive,parissa,pareissa,,,,
elative,parista,pareista,,,,
illative,pariin,pareihin,,,,
adessive,parilla,pareilla,,,,
ablative,parilta,pareilta,,,,
allative,parille,pareille,,,,
essive,parina,pareina,,,,
translative,pariksi,pareiksi,,,,
instructive,—,parein,,,,
abessive,paritta,pareitta,,,,
comitative,—,pareineen,,,,
pariin  parikki  parillinen  -parinen,,parisen  parissa  parista  paristo,,paritella  pariton  parittaa  parittain,,parittainen  paritusten  pariuttaa  pariutua
aviopari  avopari  kuivapari  pariairokaksikko  pariaironelonen  pariarvo  parihalkoinen  parihevoset  parijakoinen,,parijono  parikurssi  parilehdykkäinen  pariliuskainen  pariluistelu  parinmuodostus  parintuho  pariosainen  pariovi,,paripyörä  parireki  paririvi  parisataa  pariskunta  parisuhde  parisuhdeväkivalta  parisänky,,paritalo  pariterapia  parityöskentely  parivaljakko  parivartio  parivuode  susipari  sähköpari
parikiloinen  parikuinen  parikuukautinen  parikymmenhenkinen,,parikymmenkiloinen  parikymmentä  parisataavuotinen  parisatainen,,parisatavuotinen  parisenkymmentä  parisensataa  parituhantinen,,parituhatta  pariviikkoinen  parivuotias  parivuotinen
