0,1,2,3,4,5,6
"Inflection of puolinen (Kotus type 38/nainen, no gradation)",,,,,,
nominative,puolinen,puoliset,,,,
genitive,puolisen,puolistenpuolisien,,,,
partitive,puolista,puolisia,,,,
illative,puoliseen,puolisiin,,,,
,singular,plural,,,,
nominative,puolinen,puoliset,,,,
accusative,nom.,puolinen,puoliset,,,
gen.,puolisen,,,,,
genitive,puolisen,puolistenpuolisien,,,,
partitive,puolista,puolisia,,,,
inessive,puolisessa,puolisissa,,,,
elative,puolisesta,puolisista,,,,
illative,puoliseen,puolisiin,,,,
adessive,puolisella,puolisilla,,,,
ablative,puoliselta,puolisilta,,,,
allative,puoliselle,puolisille,,,,
essive,puolisena,puolisina,,,,
translative,puoliseksi,puolisiksi,,,,
instructive,—,puolisin,,,,
abessive,puolisetta,puolisitta,,,,
comitative,—,puolisineen,,,,
"Inflection of puolinen (Kotus type 38/nainen, no gradation)",,,,,,
nominative,puolinen,puoliset,,,,
genitive,puolisen,puolistenpuolisien,,,,
partitive,puolista,puolisia,,,,
illative,puoliseen,puolisiin,,,,
,singular,plural,,,,
nominative,puolinen,puoliset,,,,
accusative,nom.,puolinen,puoliset,,,
gen.,puolisen,,,,,
genitive,puolisen,puolistenpuolisien,,,,
partitive,puolista,puolisia,,,,
inessive,puolisessa,puolisissa,,,,
elative,puolisesta,puolisista,,,,
illative,puoliseen,puolisiin,,,,
adessive,puolisella,puolisilla,,,,
ablative,puoliselta,puolisilta,,,,
allative,puoliselle,puolisille,,,,
essive,puolisena,puolisina,,,,
translative,puoliseksi,puolisiksi,,,,
instructive,—,puolisin,,,,
abessive,puolisetta,puolisitta,,,,
comitative,—,puolisine,,,,
"alapuolinen  eteläpuolinen, etelän puolinen  itäpuolinen, idän puolinen",,"kaksipuolinen  länsipuolinen, lännen puolinen  monipuolinen",,"pohjoispuolinen, pohjoisen puolinen  sisäpuolinen  tasapuolinen",,toispuolinen  ulkopuolinen  yksipuolinen  yläpuolinen
