0,1,2,3
"Inflection of eronnut (Kotus type 47/kuollut, no gradation)",,,
nominative,eronnut,eronneet,
genitive,eronneen,eronneideneronneitten,
partitive,eronnutta,eronneita,
illative,eronneeseen,eronneisiineronneihin,
,singular,plural,
nominative,eronnut,eronneet,
accusative,nom.,eronnut,eronneet
gen.,eronneen,,
genitive,eronneen,eronneideneronneitten,
partitive,eronnutta,eronneita,
inessive,eronneessa,eronneissa,
elative,eronneesta,eronneista,
illative,eronneeseen,eronneisiineronneihin,
adessive,eronneella,eronneilla,
ablative,eronneelta,eronneilta,
allative,eronneelle,eronneille,
essive,eronneena,eronneina,
translative,eronneeksi,eronneiksi,
instructive,—,eronnein,
abessive,eronneetta,eronneitta,
comitative,—,eronneine,
"Inflection of eronnut (Kotus type 47/kuollut, no gradation)",,,
nominative,eronnut,eronneet,
genitive,eronneen,eronneideneronneitten,
partitive,eronnutta,eronneita,
illative,eronneeseen,eronneisiineronneihin,
,singular,plural,
nominative,eronnut,eronneet,
accusative,nom.,eronnut,eronneet
gen.,eronneen,,
genitive,eronneen,eronneideneronneitten,
partitive,eronnutta,eronneita,
inessive,eronneessa,eronneissa,
elative,eronneesta,eronneista,
illative,eronneeseen,eronneisiineronneihin,
adessive,eronneella,eronneilla,
ablative,eronneelta,eronneilta,
allative,eronneelle,eronneille,
essive,eronneena,eronneina,
translative,eronneeksi,eronneiksi,
instructive,—,eronnein,
abessive,eronneetta,eronneitta,
comitative,—,eronneineen,
