0,1,2,3,4
Plain Infinitive,achten,,,
Full Infinitive (Gerund),tô achtene or tô achtende,,,
Verbal Noun,achten or achtent,,,
Participles,Imperatives,,,
Present,achtende,2nd Person Singular,achte,
Past,geachtet,2nd Person Plural,achtet,
,Indicative,Subjunctive,,
Present,Preterite,Present,Preterite,
1st Person Singular,achte,achtede,achte,achtede
2nd Person Singular,achtest,achtedest,achtest,achtedest
3rd Person Singular,achtet,achtede,achtet,achtede
Plural,achten (achtetnote),achteden,achten,achteden
