0,1,2,3,4,5,6
Audio,,(file),,,,
,,singular,plural,,,
person,m,f,n,m pers,"m anim, m inan, f, n",
infinitive,graniczyć,,,,,
present tense,1st,graniczę,graniczymy,,,
2nd,graniczysz,graniczycie,,,,
3rd,graniczy,graniczą,,,,
past tense,1st,graniczyłem,graniczyłam,,graniczyliśmy,graniczyłyśmy
2nd,graniczyłeś,graniczyłaś,,graniczyliście,graniczyłyście,
3rd,graniczył,graniczyła,graniczyło,graniczyli,graniczyły,
future tense,1st,będę graniczył1,będę graniczyła1,,będziemy graniczyli1,będziemy graniczyły1
2nd,będziesz graniczył1,będziesz graniczyła1,,będziecie graniczyli1,będziecie graniczyły1,
3rd,będzie graniczył1,będzie graniczyła1,będzie graniczyło1,będą graniczyli1,będą graniczyły1,
conditional,1st,graniczyłbym,graniczyłabym,,graniczylibyśmy,graniczyłybyśmy
2nd,graniczyłbyś,graniczyłabyś,,graniczylibyście,graniczyłybyście,
3rd,graniczyłby,graniczyłaby,graniczyłoby,graniczyliby,graniczyłyby,
imperative,1st,—,graniczmy,,,
2nd,granicz,graniczcie,,,,
3rd,niech graniczy,niech graniczą,,,,
active adjectival participle,graniczący,granicząca,graniczące,graniczący,graniczące,
contemporary adverbial participle,granicząc,,,,,
impersonal past,graniczono,,,,,
verbal noun,graniczenie,,,,,
"1 or: będę graniczyć, będziesz graniczyć etc.",,,,,,
