0,1,2,3,4,5,6
Audio,,(file),,,,
,,singular,plural,,,
person,m,f,n,m pers,"m anim, m inan, n, f",
infinitive,dać,,,,,
future tense,1st,dam,damy,,,
2nd,dasz,dacie,,,,
3rd,da,dadzą,,,,
past tense,1st,dałem,dałam,,daliśmy,dałyśmy
2nd,dałeś,dałaś,,daliście,dałyście,
3rd,dał,dała,dało,dali,dały,
conditional,1st,dałbym,dałabym,,dalibyśmy,dałybyśmy
2nd,dałbyś,dałabyś,,dalibyście,dałybyście,
3rd,dałby,dałaby,dałoby,daliby,dałyby,
imperative,1st,niech dam,dajmy,,,
2nd,daj,dajcie,,,,
3rd,niech da,niech dadzą,,,,
passive adjectival participle,dany,dana,dane,dani,dane,
anterior adverbial participle,dawszy,,,,,
impersonal past,dano,,,,,
verbal noun,danie,,,,,
dodać  nadać  oddać,,podać  sprzedać  zadać,,,,
