0,1,2,3,4,5,6
,,singular,plural,,,
person,m,f,n,m pers,"m anim, m inan, n, f",
infinitive,dźwignąć,,,,,
future tense,1st,dźwignę,dźwigniemy,,,
2nd,dźwigniesz,dźwigniecie,,,,
3rd,dźwignie,dźwigną,,,,
past tense,1st,dźwignąłem,dźwignęłam,,dźwignęliśmy,dźwignęłyśmy
2nd,dźwignąłeś,dźwignęłaś,,dźwignęliście,dźwignęłyście,
3rd,dźwignął,dźwignęła,dźwignęło,dźwignęli,dźwignęły,
conditional,1st,dźwignąłbym,dźwignęłabym,,dźwignęlibyśmy,dźwignęłybyśmy
2nd,dźwignąłbyś,dźwignęłabyś,,dźwignęlibyście,dźwignęłybyście,
3rd,dźwignąłby,dźwignęłaby,dźwignęłoby,dźwignęliby,dźwignęłyby,
imperative,1st,niech dźwignę,dźwignijmy,,,
2nd,dźwignij,dźwignijcie,,,,
3rd,niech dźwignie,niech dźwigną,,,,
passive adjectival participle,dźwignięty,dźwignięta,dźwignięte,dźwignięci,dźwignięte,
anterior adverbial participle,dźwignąwszy,,,,,
impersonal past,dźwignięto,,,,,
verbal noun,dźwignięcie,,,,,
