0,1,2,3,4,5,6
Audio,,(file),,,,
,,singular,plural,,,
person,m,f,n,m pers,"m anim, m inan, f, n",
infinitive,kuć,,,,,
present tense,1st,kuję,kujemy,,,
2nd,kujesz,kujecie,,,,
3rd,kuje,kują,,,,
past tense,1st,kułem,kułam,,kuliśmy,kułyśmy
2nd,kułeś,kułaś,,kuliście,kułyście,
3rd,kuł,kuła,kuło,kuli,kuły,
future tense,1st,będę kuł1,będę kuła1,,będziemy kuli1,będziemy kuły1
2nd,będziesz kuł1,będziesz kuła1,,będziecie kuli1,będziecie kuły1,
3rd,będzie kuł1,będzie kuła1,będzie kuło1,będą kuli1,będą kuły1,
conditional,1st,kułbym,kułabym,,kulibyśmy,kułybyśmy
2nd,kułbyś,kułabyś,,kulibyście,kułybyście,
3rd,kułby,kułaby,kułoby,kuliby,kułyby,
imperative,1st,—,kujmy,,,
2nd,kuj,kujcie,,,,
3rd,niech kuje,niech kują,,,,
active adjectival participle,kujący,kująca,kujące,kujący,kujące,
passive adjectival participle,kuty,kuta,kute,kuci,kute,
contemporary adverbial participle,kując,,,,,
impersonal past,kuto,,,,,
verbal noun,kucie,,,,,
"1 or: będę kuć, będziesz kuć etc.",,,,,,
"kujon m pers  okuwać impf, okuć pf  podkuwać impf, podkuć pf  przekuwać impf, przekuć pf  przykuwać impf, przykuć pf",,"ukuć pf  wkuwać impf  wykuwać impf, wykuć pf  wykuć na blachę  zakuwać impf, zakuć pf",,,,
kowadło n  kowal m  kuźnia f  podkowa f,,,,,,
