0,1,2,3,4,5,6,7
Number,Singular,,Plural,,,,
Case / Gender,Masculine,Feminine,Neuter,Masculine,Feminine,Neuter,
nominative,cubitus,cubita,cubitum,,cubitī,cubitae,cubita
genitive,cubitī,cubitae,cubitī,cubitōrum,cubitārum,cubitōrum,
dative,cubitō,cubitō,cubitīs,,,,
accusative,cubitum,cubitam,cubitum,cubitōs,cubitās,cubita,
ablative,cubitō,cubitā,cubitō,cubitīs,,,
vocative,cubite,cubita,cubitum,cubitī,cubitae,cubita,
Case,Singular,Plural,,,,,
nominative,cubitus,cubitūs,,,,,
genitive,cubitūs,cubituum,,,,,
dative,cubituī,cubitibus,,,,,
accusative,cubitum,cubitūs,,,,,
ablative,cubitū,cubitibus,,,,,
vocative,cubitus,cubitūs,,,,,
Case,Singular,Plural,,,,,
nominative,cubitus,cubitī,,,,,
genitive,cubitī,cubitōrum,,,,,
dative,cubitō,cubitīs,,,,,
accusative,cubitum,cubitōs,,,,,
ablative,cubitō,cubitīs,,,,,
vocative,cubite,cubitī,,,,,
