0,1,2,3,4,5,6,7
PIE root,,,,,,,
*deḱ-,,,,,,,
Conjugation of digno (first conjugation),,,,,,,
indicative,singular,plural,,,,,
first,second,third,first,second,third,,
active,present,dignō,dignās,dignat,dignāmus,dignātis,dignant
imperfect,dignābam,dignābās,dignābat,dignābāmus,dignābātis,dignābant,
future,dignābō,dignābis,dignābit,dignābimus,dignābitis,dignābunt,
perfect,dignāvī,dignāvistī,dignāvit,dignāvimus,dignāvistis,"dignāvērunt, dignāvēre",
pluperfect,dignāveram,dignāverās,dignāverat,dignāverāmus,dignāverātis,dignāverant,
future perfect,dignāverō,dignāveris,dignāverit,dignāverimus,dignāveritis,dignāverint,
passive,present,dignor,"dignāris, dignāre",dignātur,dignāmur,dignāminī,dignantur
imperfect,dignābar,"dignābāris, dignābāre",dignābātur,dignābāmur,dignābāminī,dignābantur,
future,dignābor,"dignāberis, dignābere",dignābitur,dignābimur,dignābiminī,dignābuntur,
perfect,dignātus + present active indicative of sum,,,,,,
pluperfect,dignātus + imperfect active indicative of sum,,,,,,
future perfect,dignātus + future active indicative of sum,,,,,,
subjunctive,singular,plural,,,,,
first,second,third,first,second,third,,
active,present,dignem,dignēs,dignet,dignēmus,dignētis,dignent
imperfect,dignārem,dignārēs,dignāret,dignārēmus,dignārētis,dignārent,
perfect,dignāverim,dignāverīs,dignāverit,dignāverīmus,dignāverītis,dignāverint,
pluperfect,dignāvissem,dignāvissēs,dignāvisset,dignāvissēmus,dignāvissētis,dignāvissent,
passive,present,digner,"dignēris, dignēre",dignētur,dignēmur,dignēminī,dignentur
imperfect,dignārer,"dignārēris, dignārēre",dignārētur,dignārēmur,dignārēminī,dignārentur,
perfect,dignātus + present active subjunctive of sum,,,,,,
pluperfect,dignātus + imperfect active subjunctive of sum,,,,,,
imperative,singular,plural,,,,,
first,second,third,first,second,third,,
active,present,—,dignā,—,—,dignāte,—
future,—,dignātō,dignātō,—,dignātōte,dignantō,
passive,present,—,dignāre,—,—,dignāminī,—
future,—,dignātor,dignātor,—,—,dignantor,
non-finite forms,active,passive,,,,,
present,perfect,future,present,perfect,future,,
infinitives,dignāre,dignāvisse,dignātūrus esse,dignārī,dignātus esse,dignātum īrī,
participles,dignāns,—,dignātūrus,—,dignātus,dignandus,
verbal nouns,gerund,supine,,,,,
nominative,genitive,dative/ablative,accusative,accusative,ablative,,
dignāre,dignandī,dignandō,dignandum,dignātum,dignātū,,
