0,1,2,3,4,5
Number,Singular,,Plural,,
Case / Gender,Masc./Fem.,Neuter,Masc./Fem.,Neuter,
nominative,reālis,reāle,,reālēs,reālia
genitive,reālis,reālium,,,
dative,reālī,reālibus,,,
accusative,reālem,reāle,reālēs,reālia,
ablative,reālī,reālibus,,,
vocative,reālis,reāle,reālēs,reālia,
"Crimean Tatar: real  Danish: reel  English: real  French: réel  German: real, reell  Hungarian: reális",,Italian: reale  Portuguese: real  Romanian: real  Russian: реальный ‎(reál’nyj)  Spanish: real,,,
Case,Singular,Plural,,,
nominative,reālis,reālēs,,,
genitive,reālis,reālium,,,
dative,reālī,reālibus,,,
accusative,reālem,reālēs,,,
ablative,reāle,reālibus,,,
vocative,reālis,reālēs,,,
