0,1,2,3,4,5
Case,Singular,Plural,,,
nominative,pedes,peditēs,,,
genitive,peditis,peditum,,,
dative,peditī,peditibus,,,
accusative,peditem,peditēs,,,
ablative,pedite,peditibus,,,
vocative,pedes,peditēs,,,
Number,Singular,,Plural,,
Case / Gender,Masc./Fem.,Neuter,Masc./Fem.,Neuter,
nominative,pedes,,peditēs,peditia,
genitive,peditis,peditium,,,
dative,peditī,peditibus,,,
accusative,peditem,pedes,peditēs,peditia,
ablative,peditī,peditibus,,,
vocative,pedes,peditēs,peditia,,
"Chess pieces in Latin · latrunculi, milites scaccorum (layout · text)",,,,,
,,,,,
rex,regina,turris,episcopus,eques,pedes
