0,1,2,3
Case,Singular,Plural,
nominative,ecclēsia,ecclēsiae,
genitive,ecclēsiae,ecclēsiārum,
dative,ecclēsiae,ecclēsiīs,
accusative,ecclēsiam,ecclēsiās,
ablative,ecclēsiā,ecclēsiīs,
vocative,ecclēsia,ecclēsiae,
"edit  Albanian: kishë  Basque: eliza  Old Catalan: esglesia, sglesia, esglea, esgleia, glesa, glesia  Catalan: església  Corsican: chiesa, ghiesgia, jesgia  Emilian: cîṡa  English: ecclesia  Esperanto: eklezio  Fala: iglesia  Franco-Provençal: églésé  Old French: eglise, esglise, iglise  Middle French: eglise  French: église  Antillean Creole: légliz  Guianese Creole: légliz  Haitian Creole: legliz  Karipúna Creole French: legliz  Louisiana Creole French: legliz  Seychellois Creole: legliz  Tayo: leglis  Norman: éghise, êglyise, égllise  Walloon: gléjhe  Friulian: glesie  Interlingua: ecclesia  Old Irish: eclais  Irish: eaglais  Manx: agglish  Scottish Gaelic: eaglais  Istriot: cesa  Italian: chiesa  Ladin: dlieja, gejia  Old Leonese: eglesia, iglesa  Asturian: ilesia, eglesia, eigresia, eilesia, igresia, iresia, inglesia  Leonese: ilesia  Mirandese: eigreija  Lombard: geesa  Mozarabic: [script needed] ‎(ecléxia), [script needed] ‎(egléja), [script needed] ‎(eglésia)  Navarro-Aragonese: iglesia  Aragonese: ilesia  Neapolitan: chiesia, chiesa  Piedmontese: cesa, gesia  Old Portuguese: ygreja, egreja, eigreja  Galician: igrexa  Portuguese: igreja  Angolar: ngeedha  Annobonese: guesa  Bengali: গির্জা ‎(girja)  Guinea-Bissau Creole: igreja, grisia  Gujarati: ગિરજા ‎(girjā)  Hindi: गिरजा ‎(girjā)  Indo-Portuguese: greja  Javanese: greja  Kaingang: igreja  Kabuverdianu: igreja, grexa  Kinyarwanda: gereza  Macanese: greza  Kristang: greza  Malay: gereja  Indonesian: gereja  Principense: gêêza  Sãotomense: glêza  Swahili: gereza ‎(“prison”)  Tetum: igreja  Urdu: گرجا ‎(girjā)  Old Provençal: gleiza, glieza, glieyza  Occitan: glèisa  Romagnol: cisa  Sabir: iglezia  Sardinian: chegia, cheja, creia, cresia  Sicilian: chiesa, cresia  Old Spanish: eglesia  Extremaduran: igresia  Ladino: iglesia, iglezia  Spanish: iglesia  Chavacano: iglesya  Palenquero: ilesia  Papiamentu: iglesia  Tagalog: iglesia  Venetian: cexa, céxa, ciesa  Welsh: eglwys","Albanian: kishë  Basque: eliza  Old Catalan: esglesia, sglesia, esglea, esgleia, glesa, glesia  Catalan: església  Corsican: chiesa, ghiesgia, jesgia  Emilian: cîṡa  English: ecclesia  Esperanto: eklezio  Fala: iglesia  Franco-Provençal: églésé  Old French: eglise, esglise, iglise  Middle French: eglise  French: église  Antillean Creole: légliz  Guianese Creole: légliz  Haitian Creole: legliz  Karipúna Creole French: legliz  Louisiana Creole French: legliz  Seychellois Creole: legliz  Tayo: leglis  Norman: éghise, êglyise, égllise  Walloon: gléjhe  Friulian: glesie  Interlingua: ecclesia  Old Irish: eclais  Irish: eaglais  Manx: agglish  Scottish Gaelic: eaglais  Istriot: cesa  Italian: chiesa  Ladin: dlieja, gejia  Old Leonese: eglesia, iglesa  Asturian: ilesia, eglesia, eigresia, eilesia, igresia, iresia, inglesia  Leonese: ilesia  Mirandese: eigreija  Lombard: geesa  Mozarabic: [script needed] ‎(ecléxia), [script needed] ‎(egléja), [script needed] ‎(eglésia)  Navarro-Aragonese: iglesia  Aragonese: ilesia  Neapolitan: chiesia, chiesa",,"Piedmontese: cesa, gesia  Old Portuguese: ygreja, egreja, eigreja  Galician: igrexa  Portuguese: igreja  Angolar: ngeedha  Annobonese: guesa  Bengali: গির্জা ‎(girja)  Guinea-Bissau Creole: igreja, grisia  Gujarati: ગિરજા ‎(girjā)  Hindi: गिरजा ‎(girjā)  Indo-Portuguese: greja  Javanese: greja  Kaingang: igreja  Kabuverdianu: igreja, grexa  Kinyarwanda: gereza  Macanese: greza  Kristang: greza  Malay: gereja  Indonesian: gereja  Principense: gêêza  Sãotomense: glêza  Swahili: gereza ‎(“prison”)  Tetum: igreja  Urdu: گرجا ‎(girjā)  Old Provençal: gleiza, glieza, glieyza  Occitan: glèisa  Romagnol: cisa  Sabir: iglezia  Sardinian: chegia, cheja, creia, cresia  Sicilian: chiesa, cresia  Old Spanish: eglesia  Extremaduran: igresia  Ladino: iglesia, iglezia  Spanish: iglesia  Chavacano: iglesya  Palenquero: ilesia  Papiamentu: iglesia  Tagalog: iglesia  Venetian: cexa, céxa, ciesa  Welsh: eglwys"
"Albanian: kishë  Basque: eliza  Old Catalan: esglesia, sglesia, esglea, esgleia, glesa, glesia  Catalan: església  Corsican: chiesa, ghiesgia, jesgia  Emilian: cîṡa  English: ecclesia  Esperanto: eklezio  Fala: iglesia  Franco-Provençal: églésé  Old French: eglise, esglise, iglise  Middle French: eglise  French: église  Antillean Creole: légliz  Guianese Creole: légliz  Haitian Creole: legliz  Karipúna Creole French: legliz  Louisiana Creole French: legliz  Seychellois Creole: legliz  Tayo: leglis  Norman: éghise, êglyise, égllise  Walloon: gléjhe  Friulian: glesie  Interlingua: ecclesia  Old Irish: eclais  Irish: eaglais  Manx: agglish  Scottish Gaelic: eaglais  Istriot: cesa  Italian: chiesa  Ladin: dlieja, gejia  Old Leonese: eglesia, iglesa  Asturian: ilesia, eglesia, eigresia, eilesia, igresia, iresia, inglesia  Leonese: ilesia  Mirandese: eigreija  Lombard: geesa  Mozarabic: [script needed] ‎(ecléxia), [script needed] ‎(egléja), [script needed] ‎(eglésia)  Navarro-Aragonese: iglesia  Aragonese: ilesia  Neapolitan: chiesia, chiesa",,"Piedmontese: cesa, gesia  Old Portuguese: ygreja, egreja, eigreja  Galician: igrexa  Portuguese: igreja  Angolar: ngeedha  Annobonese: guesa  Bengali: গির্জা ‎(girja)  Guinea-Bissau Creole: igreja, grisia  Gujarati: ગિરજા ‎(girjā)  Hindi: गिरजा ‎(girjā)  Indo-Portuguese: greja  Javanese: greja  Kaingang: igreja  Kabuverdianu: igreja, grexa  Kinyarwanda: gereza  Macanese: greza  Kristang: greza  Malay: gereja  Indonesian: gereja  Principense: gêêza  Sãotomense: glêza  Swahili: gereza ‎(“prison”)  Tetum: igreja  Urdu: گرجا ‎(girjā)  Old Provençal: gleiza, glieza, glieyza  Occitan: glèisa  Romagnol: cisa  Sabir: iglezia  Sardinian: chegia, cheja, creia, cresia  Sicilian: chiesa, cresia  Old Spanish: eglesia  Extremaduran: igresia  Ladino: iglesia, iglezia  Spanish: iglesia  Chavacano: iglesya  Palenquero: ilesia  Papiamentu: iglesia  Tagalog: iglesia  Venetian: cexa, céxa, ciesa  Welsh: eglwys",
"Albanian: kishë  Basque: eliza  Old Catalan: esglesia, sglesia, esglea, esgleia, glesa, glesia  Catalan: església  Corsican: chiesa, ghiesgia, jesgia  Emilian: cîṡa  English: ecclesia  Esperanto: eklezio  Fala: iglesia  Franco-Provençal: églésé  Old French: eglise, esglise, iglise  Middle French: eglise  French: église  Antillean Creole: légliz  Guianese Creole: légliz  Haitian Creole: legliz  Karipúna Creole French: legliz  Louisiana Creole French: legliz  Seychellois Creole: legliz  Tayo: leglis  Norman: éghise, êglyise, égllise  Walloon: gléjhe  Friulian: glesie  Interlingua: ecclesia  Old Irish: eclais  Irish: eaglais  Manx: agglish  Scottish Gaelic: eaglais  Istriot: cesa  Italian: chiesa  Ladin: dlieja, gejia  Old Leonese: eglesia, iglesa  Asturian: ilesia, eglesia, eigresia, eilesia, igresia, iresia, inglesia  Leonese: ilesia  Mirandese: eigreija  Lombard: geesa  Mozarabic: [script needed] ‎(ecléxia), [script needed] ‎(egléja), [script needed] ‎(eglésia)  Navarro-Aragonese: iglesia  Aragonese: ilesia  Neapolitan: chiesia, chiesa",,"Piedmontese: cesa, gesia  Old Portuguese: ygreja, egreja, eigreja  Galician: igrexa  Portuguese: igreja  Angolar: ngeedha  Annobonese: guesa  Bengali: গির্জা ‎(girja)  Guinea-Bissau Creole: igreja, grisia  Gujarati: ગિરજા ‎(girjā)  Hindi: गिरजा ‎(girjā)  Indo-Portuguese: greja  Javanese: greja  Kaingang: igreja  Kabuverdianu: igreja, grexa  Kinyarwanda: gereza  Macanese: greza  Kristang: greza  Malay: gereja  Indonesian: gereja  Principense: gêêza  Sãotomense: glêza  Swahili: gereza ‎(“prison”)  Tetum: igreja  Urdu: گرجا ‎(girjā)  Old Provençal: gleiza, glieza, glieyza  Occitan: glèisa  Romagnol: cisa  Sabir: iglezia  Sardinian: chegia, cheja, creia, cresia  Sicilian: chiesa, cresia  Old Spanish: eglesia  Extremaduran: igresia  Ladino: iglesia, iglezia  Spanish: iglesia  Chavacano: iglesya  Palenquero: ilesia  Papiamentu: iglesia  Tagalog: iglesia  Venetian: cexa, céxa, ciesa  Welsh: eglwys",
