0,1,2,3,4,5,6,7
PIE root,,,,,,,
*gʷerH-,,,,,,,
Number,Singular,,Plural,,,,
Case / Gender,Masculine,Feminine,Neuter,Masculine,Feminine,Neuter,
nominative,grātiōsus,grātiōsa,grātiōsum,,grātiōsī,grātiōsae,grātiōsa
genitive,grātiōsī,grātiōsae,grātiōsī,grātiōsōrum,grātiōsārum,grātiōsōrum,
dative,grātiōsō,grātiōsō,grātiōsīs,,,,
accusative,grātiōsum,grātiōsam,grātiōsum,grātiōsōs,grātiōsās,grātiōsa,
ablative,grātiōsō,grātiōsā,grātiōsō,grātiōsīs,,,
vocative,grātiōse,grātiōsa,grātiōsum,grātiōsī,grātiōsae,grātiōsa,
