0,1,2
Number,Singular,Plural
nominative,balneum,balneae
genitive,balneī,balneārum
dative,balneō,balneīs
accusative,balneum,balneās
ablative,balneō,balneīs
vocative,balneum,balneae
Case,Singular,Plural
nominative,balneum,balnea
genitive,balneī,balneōrum
dative,balneō,balneīs
accusative,balneum,balnea
ablative,balneō,balneīs
vocative,balneum,balnea
Asturian: bañu  Catalan: bany  Corsican: bagnu  French: bain  Friulian: bagn  Galician: baño  Greek: μπάνιο ‎(bánio) (borrowed)  Italian: bagno  Occitan: banh  Old Portuguese: banno  Portuguese: banho,,"Romanian: baie  Romansch: bogn  Russian: баня ‎(banja) (borrowed)  Sicilian: bagnu, vagnu  Spanish: baño  Turkish: banyo (borrowed)  Venetian: bagno  Walloon: bagn"
