0,1,2,3,4,5,6
infinitive (nafnháttur),að þorna,,,,,
supine (sagnbót),þornað,,,,,
present participle (lýsingarháttur nútíðar),þornandi,,,,,
,indicative (framsöguháttur),,subjunctive (viðtengingarháttur),,,
present (nútíð),ég þorna,við þornum,present (nútíð),ég þorni,við þornum,
þú þornar,þið þornið,þú þornir,þið þornið,,,
"hann, hún, það þornar","þeir, þær, þau þorna","hann, hún, það þorni","þeir, þær, þau þorni",,,
,,,,,,
past (þátíð),ég þornaði,við þornuðum,past (þátíð),ég þornaði,við þornuðum,
þú þornaðir,þið þornuðuð,þú þornaðir,þið þornuðuð,,,
"hann, hún, það þornaði","þeir, þær, þau þornuðu","hann, hún, það þornaði","þeir, þær, þau þornuðu",,,
,,,,,,
imperative (boðháttur),þorna (þú),þornið (þið),,,,
Forms with appended personal pronoun,,,,,,
þornaðu,þorniði *,,,,,
"* Spoken form, usually not written; in writing, the unappended plural form (optionally followed by the full pronoun) is preferred.",,,,,,
strong declension (sterk beyging),singular (eintala),,plural (fleirtala),,,
masculine (karlkyn),feminine (kvenkyn),neuter (hvorugkyn),masculine (karlkyn),feminine (kvenkyn),neuter (hvorugkyn),
nominative (nefnifall),þornaður,þornuð,þornað,þornaðir,þornaðar,þornuð
accusative (þolfall),þornaðan,þornaða,þornað,þornaða,þornaðar,þornuð
dative (þágufall),þornuðum,þornaðri,þornuðu,þornuðum,þornuðum,þornuðum
genitive (eignarfall),þornaðs,þornaðrar,þornaðs,þornaðra,þornaðra,þornaðra
,,,,,,
weak declension (veik beyging),singular (eintala),,plural (fleirtala),,,
masculine (karlkyn),feminine (kvenkyn),neuter (hvorugkyn),masculine (karlkyn),feminine (kvenkyn),neuter (hvorugkyn),
nominative (nefnifall),þornaði,þornaða,þornaða,þornuðu,þornuðu,þornuðu
accusative (þolfall),þornaða,þornuðu,þornaða,þornuðu,þornuðu,þornuðu
dative (þágufall),þornaða,þornuðu,þornaða,þornuðu,þornuðu,þornuðu
genitive (eignarfall),þornaða,þornuðu,þornaða,þornuðu,þornuðu,þornuðu
