0,1,2,3,4,5,6
infinitive (nafnháttur),að gera,,,,,
supine (sagnbót),gert,,,,,
present participle (lýsingarháttur nútíðar),gerandi,,,,,
,indicative (framsöguháttur),,subjunctive (viðtengingarháttur),,,
present (nútíð),ég geri,við gerum,present (nútíð),ég geri,við gerum,
þú gerir,þið gerið,þú gerir,þið gerið,,,
"hann, hún, það gerir","þeir, þær, þau gera","hann, hún, það geri","þeir, þær, þau geri",,,
,,,,,,
past (þátíð),ég gerði,við gerðum,past (þátíð),ég gerði,við gerðum,
þú gerðir,þið gerðuð,þú gerðir,þið gerðuð,,,
"hann, hún, það gerði","þeir, þær, þau gerðu","hann, hún, það gerði","þeir, þær, þau gerðu",,,
,,,,,,
imperative (boðháttur),ger (þú),gerið (þið),,,,
Forms with appended personal pronoun,,,,,,
gerðu,geriði *,,,,,
"* Spoken form, usually not written; in writing, the unappended plural form (optionally followed by the full pronoun) is preferred.",,,,,,
infinitive (nafnháttur),að gerast,,,,,
supine (sagnbót),gerst,,,,,
present participle (lýsingarháttur nútíðar),"gerandist ** ** the mediopassive present participle is extremely rare and normally not used; it is never used attributively or predicatively, only for explicatory subclauses",,,,,
,indicative (framsöguháttur),,subjunctive (viðtengingarháttur),,,
present (nútíð),ég gerist,við gerumst,present (nútíð),ég gerist,við gerumst,
þú gerist,þið gerist,þú gerist,þið gerist,,,
"hann, hún, það gerist","þeir, þær, þau gerast","hann, hún, það gerist","þeir, þær, þau gerist",,,
,,,,,,
past (þátíð),ég gerðist,við gerðumst,past (þátíð),ég gerðist,við gerðumst,
þú gerðist,þið gerðust,þú gerðist,þið gerðust,,,
"hann, hún, það gerðist","þeir, þær, þau gerðust","hann, hún, það gerðist","þeir, þær, þau gerðust",,,
,,,,,,
imperative (boðháttur),gerst (þú),gerist (þið),,,,
Forms with appended personal pronoun,,,,,,
gerstu,geristi *,,,,,
"* Spoken form, usually not written; in writing, the unappended plural form (optionally followed by the full pronoun) is preferred.",,,,,,
strong declension (sterk beyging),singular (eintala),,plural (fleirtala),,,
masculine (karlkyn),feminine (kvenkyn),neuter (hvorugkyn),masculine (karlkyn),feminine (kvenkyn),neuter (hvorugkyn),
nominative (nefnifall),gerður,gerð,gert,gerðir,gerðar,gerð
accusative (þolfall),gerðan,gerða,gert,gerða,gerðar,gerð
dative (þágufall),gerðum,gerðri,gerðu,gerðum,gerðum,gerðum
genitive (eignarfall),gerðs,gerðrar,gerðs,gerðra,gerðra,gerðra
,,,,,,
weak declension (veik beyging),singular (eintala),,plural (fleirtala),,,
masculine (karlkyn),feminine (kvenkyn),neuter (hvorugkyn),masculine (karlkyn),feminine (kvenkyn),neuter (hvorugkyn),
nominative (nefnifall),gerði,gerða,gerða,gerðu,gerðu,gerðu
accusative (þolfall),gerða,gerðu,gerða,gerðu,gerðu,gerðu
dative (þágufall),gerða,gerðu,gerða,gerðu,gerðu,gerðu
genitive (eignarfall),gerða,gerðu,gerða,gerðu,gerðu,gerðu
"gera áttavilltan (to disorient, to disorientate)  gera villu",,"gera vísu  gera höfðinu styttri, höfðinu styttri (to cut of someone's head, to make them shorter by the height of their head)",,,,
gera einhverjum að greiða,,,,,,
gera að verkum  gera af sér  gera sér lítið fyrir  gera grein fyrir  gera á hluta  gera á sig  gera að fiski  gera að gamni sínu  gera að sári  gera að verkum  gera af sér  gera í buxurnar  gera ekkert  gera ekkert í  gera sér ljóst  gera ráð fyrir  gera ekkert til  gera til geðs  til þess að gera  gerast,,gerðu svo vel  gera ráð fyrir  eins og við gerðum ráð fyrir  gerast  gerður  gera sig til  gera upp  gera upp hús  gera rangt til  gera upp vél  gera upp reikning  gera upp á milli  gera sér upp  gera upp við sig  gera út  gera um mál  gera út mann til  gera út af við  gera við  ekkert við að gera  gera villu,,,,
