0,1,2,3,4,5,6
infinitive (nafnháttur),að fella,,,,,
supine (sagnbót),fellt,,,,,
present participle (lýsingarháttur nútíðar),fellandi,,,,,
,indicative (framsöguháttur),,subjunctive (viðtengingarháttur),,,
present (nútíð),ég felli,við fellum,present (nútíð),ég felli,við fellum,
þú fellir,þið fellið,þú fellir,þið fellið,,,
"hann, hún, það fellir","þeir, þær, þau fella","hann, hún, það felli","þeir, þær, þau felli",,,
,,,,,,
past (þátíð),ég felldi,við felldum,past (þátíð),ég felldi,við felldum,
þú felldir,þið fellduð,þú felldir,þið fellduð,,,
"hann, hún, það felldi","þeir, þær, þau felldu","hann, hún, það felldi","þeir, þær, þau felldu",,,
,,,,,,
imperative (boðháttur),fell (þú),fellið (þið),,,,
Forms with appended personal pronoun,,,,,,
felldu,felliði *,,,,,
"* Spoken form, usually not written; in writing, the unappended plural form (optionally followed by the full pronoun) is preferred.",,,,,,
strong declension (sterk beyging),singular (eintala),,plural (fleirtala),,,
masculine (karlkyn),feminine (kvenkyn),neuter (hvorugkyn),masculine (karlkyn),feminine (kvenkyn),neuter (hvorugkyn),
nominative (nefnifall),felldur,felld,fellt,felldir,felldar,felld
accusative (þolfall),felldan,fellda,fellt,fellda,felldar,felld
dative (þágufall),felldum,felldri,felldu,felldum,felldum,felldum
genitive (eignarfall),fellds,felldrar,fellds,felldra,felldra,felldra
,,,,,,
weak declension (veik beyging),singular (eintala),,plural (fleirtala),,,
masculine (karlkyn),feminine (kvenkyn),neuter (hvorugkyn),masculine (karlkyn),feminine (kvenkyn),neuter (hvorugkyn),
nominative (nefnifall),felldi,fellda,fellda,felldu,felldu,felldu
accusative (þolfall),fellda,felldu,fellda,felldu,felldu,felldu
dative (þágufall),fellda,felldu,fellda,felldu,felldu,felldu
genitive (eignarfall),fellda,felldu,fellda,felldu,felldu,felldu
fella af (to cast off)  fella hugi saman (to fall in love)  fella niður lykkju (to drop a stitch)  fella niður mál (to dimiss a matter),,fella niður (to cancel)  fella niður (to delete)  fella sig ekki við (to rather dislike something)  fella tár,,"fella úr (to drop something, to cut something)  felldur  vera ekki við eina fjölina felldur",,
