0,1,2,3,4,5,6
infinitive,fari,,,,,
gerund,facennu,,,,,
past participle,fattu,,,,,
person,singular,plural,,,,
first,second,third,first,second,third,
indicative,iu,tu,iddu/idda,nuàutri,vuàutri,iddi
present,fazzu,fai,fa,facemu,faciti,fannu
imperfect,facìa,facivi,facìa,"facìamu, facìumu",facìu,"facìanu, facìunu"
preterite,fici,facisti,fici,fìcimu,"facìstivu, facistu",fìciru
present perfect,Use the present tense of aviri plus the past participle,,,,,
past perfect,Use the imperfect tense of aviri plus the past participle,,,,,
subjunctive,iu,tu,iddu/idda,nuàutri,vuàutri,iddi
present,fazzu,fai,fa,facemu,faciti,fannu
imperfect,facissi,facissi,facissi,facìssimu,facìssivu,facìssinu
present perfect,Use the imperfect subjunctive tense of aviri plus the past participle,,,,,
imperative,–,tu,vossìa,nuàutri,vuàutri,–
—,fa',facissi,facemu,faciti,—,
