0,1,2,3,4,5,6,7
,simple,compound,,,,,
infinitive,èssiri,aviri statu,,,,,
past participle,statu,-,,,,,
gerund,essennu,avennu statu,,,,,
person,singular,plural,,,,,
first,second,third,first,second,third,,
indicative,,iu,tu,iddu/idda,nuiatri,vuiatri,iddi
present,sugnu,sì,"è, esti",semu,siti,"sunnu, sù",
imperfect,era,eri,era,èramu,èravu,èranu,
preterite,fui,fusti,fu,fomu,fùstivu,foru,
conditional,fora,fori,fora,fòramu,fòravu,fòranu,
compoundtenses,present perfect,Use the present tense of aviri plus the past participle,,,,,
past perfect,Use the imperfect tense of aviri plus the past participle,,,,,,
past conditional,Use the conditional tense of aviri plus the past participle,,,,,,
subjunctive,,iu,tu,iddu/idda,nuiatri,vuiatri,iddi
present,sia,"si', fussi",sia,siamu,siati,sianu,
imperfect,fussi,fussi,fussi,fùssimu,fùssivu,fùssiru,
compoundtenses,present perfect,Use the imperfect subjunctive of aviri plus the past participle,,,,,
imperative,-,tu,vassìa,nuiatri,vuiatri,-,
,sì,fussi,semu,siti,,,
