0,1,2,3,4,5,6,7,8
Audio (Classical),,(file),,,,,,
"Conjugation of studeo (second conjugation, active only)",,,,,,,,
indicative,singular,plural,,,,,,
first,second,third,first,second,third,,,
active,present,studeō,studēs,studet,studēmus,studētis,student,
imperfect,studēbam,studēbās,studēbat,studēbāmus,studēbātis,studēbant,,
future,studēbō,studēbis,studēbit,studēbimus,studēbitis,studēbunt,,
perfect,studuī,studuistī,studuit,studuimus,studuistis,"studuērunt, studuēre",,
pluperfect,studueram,studuerās,studuerat,studuerāmus,studuerātis,studuerant,,
future perfect,studuerō,studueris,studuerit,studuerimus,studueritis,studuerint,,
subjunctive,singular,plural,,,,,,
first,second,third,first,second,third,,,
active,present,studeam,studeās,studeat,studeāmus,studeātis,studeant,
imperfect,studērem,studērēs,studēret,studērēmus,studērētis,studērent,,
perfect,studuerim,studuerīs,studuerit,studuerīmus,studuerītis,studuerint,,
pluperfect,studuissem,studuissēs,studuisset,studuissēmus,studuissētis,studuissent,,
imperative,singular,plural,,,,,,
first,second,third,first,second,third,,,
active,present,—,studē,—,—,studēte,—,
future,—,studētō,studētō,—,studētōte,studentō,,
non-finite forms,active,passive,,,,,,
present,perfect,future,present,perfect,future,,,
infinitives,studēre,studuisse,—,—,—,—,,
participles,studēns,—,—,—,—,—,,
verbal nouns,gerund,supine,,,,,,
nominative,genitive,dative/ablative,accusative,accusative,ablative,,,
studēre,studendī,studendō,studendum,—,—,,,
Afrikaans: studeer  Albanian: studioj  Aragonese: estudiar  Asturian: estudiar  Breton: studiañ  Catalan: estudiar  Cornish: studhya  Corsican: studià  Czech: studovat  Danish: studere  Dutch: studeren,,English: study  Esperanto: studi  Faroese: studera  Franco-Provençal: étudiér  French: étudier  Friulian: studiâ  Galician: estudar  German: studieren  Haitian Creole: etidye  Ido: studiar  Interlingua: studiar,,Irish: staidéar  Italian: studiare  Kashubian: sztudérowac  Ladin: studièr  Latvian: studēt  Ligurian: studiâ  Lithuanian: studijuoti  Lombard: stüdià  Middle French: estudier  Neapolitan: studià  Norman: êtudier (Jersey),,"Norwegian: studere  Occitan: estudiar  Papiamentu: studia  Piedmontese: studié  Polish: studiować  Portuguese: estudar  Romanian: studia  Romansch: studegiar  Sardinian: istudiai, istudiare  Serbo-Croatian: studírati (студи́рати)  Sicilian: studiari",,Slovak: študovať  Slovene: študirati  Spanish: estudiar  Swedish: studera  Venetian: studiar  Volapük: studön  Walloon: studyî  Welsh: astudio  West Frisian: studearje  Yiddish: שטודירן ‎(shtudirn)
