0,1,2,3,4,5,6,7
PIE root,,,,,,,
*ǵenh₁-,,,,,,,
Number,Singular,,Plural,,,,
Case / Gender,Masculine,Feminine,Neuter,Masculine,Feminine,Neuter,
nominative,germānus,germāna,germānum,,germānī,germānae,germāna
genitive,germānī,germānae,germānī,germānōrum,germānārum,germānōrum,
dative,germānō,germānō,germānīs,,,,
accusative,germānum,germānam,germānum,germānōs,germānās,germāna,
ablative,germānō,germānā,germānō,germānīs,,,
vocative,germāne,germāna,germānum,germānī,germānae,germāna,
germānē  germānitas  germānitus,,germāna  germen  germinō,,,,,
"edit  Italian: germano (borrowing)  Old French: germain (borrowing)  English: germane, german (borrowing)  French: germain (borrowing)  Norman: gèrmain (borrowing)  Portuguese: germano (borrowing)  Spanish: germán, germano (borrowing)  Vulgar Latin: germanus  Navarro-Aragonese:  Aragonese: chirmán  Old Leonese: ermano, hermano  Asturian: hermanu  Extremaduran: ermanu  Fala: hermanu  Leonese: hermanu  Mirandese: armano  Old Portuguese: irmão  Galician: irmán, hermao (Eonavian)  Portuguese: irmão  Japanese: イルマン ‎(iruman)  Kabuverdianu: armun  Papiamentu: ruman  Old Provençal:  Catalan: germà  Old Spanish: ermano  Ladino: ermano (Latin spelling)  Spanish: hermano, mano  Portuguese: mano  Sardinian: germanu, ghermanu, grammanu, zermanu  Venetian: german, zerman, xerman","Italian: germano (borrowing)  Old French: germain (borrowing)  English: germane, german (borrowing)  French: germain (borrowing)  Norman: gèrmain (borrowing)  Portuguese: germano (borrowing)  Spanish: germán, germano (borrowing)",,"Vulgar Latin: germanus  Navarro-Aragonese:  Aragonese: chirmán  Old Leonese: ermano, hermano  Asturian: hermanu  Extremaduran: ermanu  Fala: hermanu  Leonese: hermanu  Mirandese: armano  Old Portuguese: irmão  Galician: irmán, hermao (Eonavian)  Portuguese: irmão  Japanese: イルマン ‎(iruman)  Kabuverdianu: armun  Papiamentu: ruman  Old Provençal:  Catalan: germà  Old Spanish: ermano  Ladino: ermano (Latin spelling)  Spanish: hermano, mano  Portuguese: mano  Sardinian: germanu, ghermanu, grammanu, zermanu  Venetian: german, zerman, xerman",,,,
"Italian: germano (borrowing)  Old French: germain (borrowing)  English: germane, german (borrowing)  French: germain (borrowing)  Norman: gèrmain (borrowing)  Portuguese: germano (borrowing)  Spanish: germán, germano (borrowing)",,"Vulgar Latin: germanus  Navarro-Aragonese:  Aragonese: chirmán  Old Leonese: ermano, hermano  Asturian: hermanu  Extremaduran: ermanu  Fala: hermanu  Leonese: hermanu  Mirandese: armano  Old Portuguese: irmão  Galician: irmán, hermao (Eonavian)  Portuguese: irmão  Japanese: イルマン ‎(iruman)  Kabuverdianu: armun  Papiamentu: ruman  Old Provençal:  Catalan: germà  Old Spanish: ermano  Ladino: ermano (Latin spelling)  Spanish: hermano, mano  Portuguese: mano  Sardinian: germanu, ghermanu, grammanu, zermanu  Venetian: german, zerman, xerman",,,,,
"Italian: germano (borrowing)  Old French: germain (borrowing)  English: germane, german (borrowing)  French: germain (borrowing)  Norman: gèrmain (borrowing)  Portuguese: germano (borrowing)  Spanish: germán, germano (borrowing)",,"Vulgar Latin: germanus  Navarro-Aragonese:  Aragonese: chirmán  Old Leonese: ermano, hermano  Asturian: hermanu  Extremaduran: ermanu  Fala: hermanu  Leonese: hermanu  Mirandese: armano  Old Portuguese: irmão  Galician: irmán, hermao (Eonavian)  Portuguese: irmão  Japanese: イルマン ‎(iruman)  Kabuverdianu: armun  Papiamentu: ruman  Old Provençal:  Catalan: germà  Old Spanish: ermano  Ladino: ermano (Latin spelling)  Spanish: hermano, mano  Portuguese: mano  Sardinian: germanu, ghermanu, grammanu, zermanu  Venetian: german, zerman, xerman",,,,,
