0,1,2,3,4,5,6
Number,Singular,,Plural,,,
Case / Gender,Masc./Fem.,Neuter,Masc./Fem.,Neuter,,
nominative,ductilis,ductile,,ductilēs,ductilia,
genitive,ductilis,ductilium,,,,
dative,ductilī,ductilibus,,,,
accusative,ductilem,ductile,ductilēs,ductilia,,
ablative,ductilī,ductilibus,,,,
vocative,ductilis,ductile,ductilēs,ductilia,,
ducālis  ducātor  ducātrīx  ducātus,,duciānus  dūcō  ductābilitās  ductārius,,ductim  ductiō  ductitō  ductō,,ductor  ductrīx  ductus  dux
English: ductile  French: ductile,,Italian: duttile  Spanish: dúctil,,,,
