0,1,2
,singular (tekil),plural (çoğul)
nominative (yalın),hal,haller
definite accusative (belirtme),hali,halleri
dative (yönelme),hale,hallere
locative (bulunma),halde,hallerde
ablative (çıkma),halden,hallerden
genitive (tamlayan),halin,hallerin
benim (my),singular (tekil),plural (çoğul)
nominative (yalın),halim,hallerim
definite accusative (belirtme),halimi,hallerimi
dative (yönelme),halime,hallerime
locative (bulunma),halimde,hallerimde
ablative (çıkma),halimden,hallerimden
genitive (tamlayan),halimin,hallerimin
senin (your),singular (tekil),plural (çoğul)
nominative (yalın),halin,hallerin
definite accusative (belirtme),halini,hallerini
dative (yönelme),haline,hallerine
locative (bulunma),halinde,hallerinde
ablative (çıkma),halinden,hallerinden
genitive (tamlayan),halinin,hallerinin
onun (her/his/its),singular (tekil),plural (çoğul)
nominative (yalın),hali,halleri
definite accusative (belirtme),halini,hallerini
dative (yönelme),haline,hallerine
locative (bulunma),halinde,hallerinde
ablative (çıkma),halinden,hallerinden
genitive (tamlayan),halinin,hallerinin
bizim (our),singular (tekil),plural (çoğul)
nominative (yalın),halimiz,hallerimiz
definite accusative (belirtme),halimizi,hallerimizi
dative (yönelme),halimize,hallerimize
locative (bulunma),halimizde,hallerimizde
ablative (çıkma),halimizden,hallerimizden
genitive (tamlayan),halimizin,hallerimizin
sizin (your),singular (tekil),plural (çoğul)
nominative (yalın),haliniz,halleriniz
definite accusative (belirtme),halinizi,hallerinizi
dative (yönelme),halinize,hallerinize
locative (bulunma),halinizde,hallerinizde
ablative (çıkma),halinizden,hallerinizden
genitive (tamlayan),halinizin,hallerinizin
onların (their),singular (tekil),plural (çoğul)
nominative (yalın),halleri,halleri
definite accusative (belirtme),hallerini,hallerini
dative (yönelme),hallerine,hallerine
locative (bulunma),hallerinde,hallerinde
ablative (çıkma),hallerinden,hallerinden
genitive (tamlayan),hallerinin,hallerinin
,singular (tekil),plural (çoğul)
nominative (yalın),hal,haller
definite accusative (belirtme),halli,halleri
dative (yönelme),halle,hallere
locative (bulunma),halde,hallerde
ablative (çıkma),halden,hallerden
genitive (tamlayan),hallin,hallerin
benim (my),singular (tekil),plural (çoğul)
nominative (yalın),hallim,hallerim
definite accusative (belirtme),hallimi,hallerimi
dative (yönelme),hallime,hallerime
locative (bulunma),hallimde,hallerimde
ablative (çıkma),hallimden,hallerimden
genitive (tamlayan),hallimin,hallerimin
senin (your),singular (tekil),plural (çoğul)
nominative (yalın),hallin,hallerin
definite accusative (belirtme),hallini,hallerini
dative (yönelme),halline,hallerine
locative (bulunma),hallinde,hallerinde
ablative (çıkma),hallinden,hallerinden
genitive (tamlayan),hallinin,hallerinin
onun (her/his/its),singular (tekil),plural (çoğul)
nominative (yalın),halli,halleri
definite accusative (belirtme),hallini,hallerini
dative (yönelme),halline,hallerine
locative (bulunma),hallinde,hallerinde
ablative (çıkma),hallinden,hallerinden
genitive (tamlayan),hallinin,hallerinin
bizim (our),singular (tekil),plural (çoğul)
nominative (yalın),hallimiz,hallerimiz
definite accusative (belirtme),hallimizi,hallerimizi
dative (yönelme),hallimize,hallerimize
locative (bulunma),hallimizde,hallerimizde
ablative (çıkma),hallimizden,hallerimizden
genitive (tamlayan),hallimizin,hallerimizin
sizin (your),singular (tekil),plural (çoğul)
nominative (yalın),halliniz,halleriniz
definite accusative (belirtme),hallinizi,hallerinizi
dative (yönelme),hallinize,hallerinize
locative (bulunma),hallinizde,hallerinizde
ablative (çıkma),hallinizden,hallerinizden
genitive (tamlayan),hallinizin,hallerinizin
onların (their),singular (tekil),plural (çoğul)
nominative (yalın),halleri,halleri
definite accusative (belirtme),hallerini,hallerini
dative (yönelme),hallerine,hallerine
locative (bulunma),hallerinde,hallerinde
ablative (çıkma),hallerinden,hallerinden
genitive (tamlayan),hallerinin,hallerinin
