0,1,2
Chemical element,,
B,Previous: berilyum (Be),
Next: karbon (C),,
,singular (tekil),plural (çoğul)
nominative (yalın),bor,borlar
definite accusative (belirtme),boru,borları
dative (yönelme),bora,borlara
locative (bulunma),borda,borlarda
ablative (çıkma),bordan,borlardan
genitive (tamlayan),borun,borların
benim (my),singular (tekil),plural (çoğul)
nominative (yalın),borum,borlarım
definite accusative (belirtme),borumu,borlarımı
dative (yönelme),boruma,borlarıma
locative (bulunma),borumda,borlarımda
ablative (çıkma),borumdan,borlarımdan
genitive (tamlayan),borumun,borlarımın
senin (your),singular (tekil),plural (çoğul)
nominative (yalın),borun,borların
definite accusative (belirtme),borunu,borlarını
dative (yönelme),boruna,borlarına
locative (bulunma),borunda,borlarında
ablative (çıkma),borundan,borlarından
genitive (tamlayan),borunun,borlarının
onun (her/his/its),singular (tekil),plural (çoğul)
nominative (yalın),boru,borları
definite accusative (belirtme),borunu,borlarını
dative (yönelme),boruna,borlarına
locative (bulunma),borunda,borlarında
ablative (çıkma),borundan,borlarından
genitive (tamlayan),borunun,borlarının
bizim (our),singular (tekil),plural (çoğul)
nominative (yalın),borumuz,borlarımız
definite accusative (belirtme),borumuzu,borlarımızı
dative (yönelme),borumuza,borlarımıza
locative (bulunma),borumuzda,borlarımızda
ablative (çıkma),borumuzdan,borlarımızdan
genitive (tamlayan),borumuzun,borlarımızın
sizin (your),singular (tekil),plural (çoğul)
nominative (yalın),borunuz,borlarınız
definite accusative (belirtme),borunuzu,borlarınızı
dative (yönelme),borunuza,borlarınıza
locative (bulunma),borunuzda,borlarınızda
ablative (çıkma),borunuzdan,borlarınızdan
genitive (tamlayan),borunuzun,borlarınızın
onların (their),singular (tekil),plural (çoğul)
nominative (yalın),borları,borları
definite accusative (belirtme),borlarını,borlarını
dative (yönelme),borlarına,borlarına
locative (bulunma),borlarında,borlarında
ablative (çıkma),borlarından,borlarından
genitive (tamlayan),borlarının,borlarının
