0,1,2,3,4,5,6
betik dili  biçimsel dil,,makina dili  programlama dili,,suni dil (sun'i dil)  yapay dil,,yapısal dil
Abazaca  Abhazca  Afarca  Agulca  Akince  Aleutçe  Almanca  Amhara  Amoy lehçesi  Aramice  Arapça  Arince  Arnavutça  Asanca  Aşanti  Asurca  Avarca  Aymara  Azerice  Babilce  Balice  Bambara  Başkırca  Batakça  Batı Kanada İnuitçesi  Batsça  Bece  Bemba  Beyaz Rusça  Birmanca  Boşnakça  Bretonca  Bulgarca  Buryatça  Cavaca  Cebuca  Çeçence  Çekçe  Çeremişçe  Çerkesçe  Çuang  Çupikçe  Çuvaşça  Danca  Dargice  Dinka  Dogon  Doğu Kanada İnuitçesi  Dzongka  Endonezce  Ermenice  Eski Mısır dili  Estonca  Evenki  Even  Eve  Faroece  Felemenkçe  Fijice  Fince,,Fon  Fransızca  Fucien lehçesi  Fulani  Galce  Galiçya dili  Ga  Golde  Go  Grönlandca  Grönland İnuitçesi  Guamca  Habeşçe  Hakka lehçesi  Hantıca  Hausa  Havaice  Hint Grubu  Hırvatça  Hitit dili  İbo  İbranice  İfifik  Ilokai  İngilizce  İnguşça  İnyupikçe  İrlandaca  İskoç dili  İspanyolca  İsveççe  İtalyanca  İzlandaca  Japonca  Kabiliya  Kalmukça  Kamboçça  Kantonca  Karaçayca  Karakalpakça  Karamajong  Karatay  Karelce  Karence  Katalanca  Kazakça  Kernevekçe  Ketçe  Khalka  Khasi  Kikenya  Kikongo  Kıptî dili  Kırgızca  Kiribatice  Kirundi  Komice  Korece  Korku  Kotça,,Kpelle  Kumukça  Ladino  Lakça  Lamut  Laoca  Laponca  Latince  Lehçe  Letonca  Lezgice  Lidya dili  Likya dili  Lingala  Litvanyaca  Lolo  Luvi dili  Macarca  Makassarca  Makedonca  Malayca  Malgaşça  Mandarin  Mande  Mandinge  Mansice  Maori  Mariana Dili  Marice  Markizce  Masai  Miao dili  Mien Dili  Min lehçesi  Moğolca  Mon Dili  Moso  Mossi  Mundari  Nauruca  Ndebele  Nenetçe  Nogayca  Norveççe  Nubyaca  Nuer  Nunivak Çupikçesi  Nyanja  Odoma  Oroç  Özbekçe  Portekizce  Provensal  Prusça  Pumpokolca  Quechua  Retoromanşça  Ruandaca  Rumence  Rusça,,Rutulca  Salarca  Samoaca  Samoyet  Santali  Şan  Sara  Şavya  Senufo  Serer  Sibirya Yupikçesi  Sidamo  Şilluk  Sırpça  Şloh  Slovakça  Slovence  Somalice  Şona  Songayca  Sotho  Sundaca  Supikçe  Süryanice  Svahili  Swazi  Tabasaranca  Tagalog  Tahitice  Tamaşek  Tayca  Tibetçe  Tigrece  Tigrina  Timorca  Tongaca  Tsahurca  Tswana  Tuareg  Türkçe  Türkmence  Tvi  Ubıhça  Ukraynaca  Umbundu  Uygurca  Vietnamca  Volofça  Wu lehçesi  Xhosa  Yakutça  Yao dili  Yidiş  Yoruba  Yuğca  Yunanca  Yupikçe  Zenet  Zulu
Algonkin dilleri  Altay dilleri  And-Ekvator dilleri  Avustronezya dilleri  Çin-Tibet dilleri  Dene-Yenisey dilleri  Dravid dilleri  Eskimo-Aleut dilleri  Ge dilleri,,Güney Asya dilleri  Hami-Sami dilleri  Hint-Avrupa dilleri  Hivaro dili  İrokua dilleri  izole diller  Jivaro dili  Kafkas dilleri  Karib dilleri,,Khoisan dilleri  Maskoke dilleri  Maya dilleri  Mişe-Zoke dilleri  Nijer-Kongo dilleri  Nil-Sahra dilleri  Oto-Mange dilleri  Paleo-Asya dilleri,,Pano-Takana dilleri  Saliş dilleri  Siyu dilleri  Tay-Kaday dilleri  Tupi-Guarani dilleri  Ural dilleri  Uto-Aztek dilleri  Yuma-Koçimi dilleri
akraba dil  ana dili  ana dil  bitişken dil  bükünlü dil  çevirici dili  çeviri dili  çocuk dili,,diplomatik dil  edebî dil  eklemeli dil  gizli dil  halk dili  halk dili  iltisaki dil  işaret dili,,kayış dili  konuşma dili  konuşulan dil  kuş dili  ölçünlü dil  ölü dil  ortak dil  özel dil,,resmî dil  standart dil  yabancı dil  yapay dil  yapma dil  yazı dili  yazın dili  yüksek dil
analitik dil  çekimli dil  eklemeli dil,,fiil-nesne dili  nesne-fiil dili,,oligosentetik dil  polisentetik dil,,sentetik dil  yalıtıcı dil
dilce  dilcik  dilci,,dilken  dille,,dilli  dilse,,dilsi  dilsiz
,singular (tekil),plural (çoğul),,,,
nominative (yalın),dil,diller,,,,
definite accusative (belirtme),dili,dilleri,,,,
dative (yönelme),dile,dillere,,,,
locative (bulunma),dilde,dillerde,,,,
ablative (çıkma),dilden,dillerden,,,,
genitive (tamlayan),dilin,dillerin,,,,
benim (my),singular (tekil),plural (çoğul),,,,
nominative (yalın),dilim,dillerim,,,,
definite accusative (belirtme),dilimi,dillerimi,,,,
dative (yönelme),dilime,dillerime,,,,
locative (bulunma),dilimde,dillerimde,,,,
ablative (çıkma),dilimden,dillerimden,,,,
genitive (tamlayan),dilimin,dillerimin,,,,
senin (your),singular (tekil),plural (çoğul),,,,
nominative (yalın),dilin,dillerin,,,,
definite accusative (belirtme),dilini,dillerini,,,,
dative (yönelme),diline,dillerine,,,,
locative (bulunma),dilinde,dillerinde,,,,
ablative (çıkma),dilinden,dillerinden,,,,
genitive (tamlayan),dilinin,dillerinin,,,,
onun (her/his/its),singular (tekil),plural (çoğul),,,,
nominative (yalın),dili,dilleri,,,,
definite accusative (belirtme),dilini,dillerini,,,,
dative (yönelme),diline,dillerine,,,,
locative (bulunma),dilinde,dillerinde,,,,
ablative (çıkma),dilinden,dillerinden,,,,
genitive (tamlayan),dilinin,dillerinin,,,,
bizim (our),singular (tekil),plural (çoğul),,,,
nominative (yalın),dilimiz,dillerimiz,,,,
definite accusative (belirtme),dilimizi,dillerimizi,,,,
dative (yönelme),dilimize,dillerimize,,,,
locative (bulunma),dilimizde,dillerimizde,,,,
ablative (çıkma),dilimizden,dillerimizden,,,,
genitive (tamlayan),dilimizin,dillerimizin,,,,
sizin (your),singular (tekil),plural (çoğul),,,,
nominative (yalın),diliniz,dilleriniz,,,,
definite accusative (belirtme),dilinizi,dillerinizi,,,,
dative (yönelme),dilinize,dillerinize,,,,
locative (bulunma),dilinizde,dillerinizde,,,,
ablative (çıkma),dilinizden,dillerinizden,,,,
genitive (tamlayan),dilinizin,dillerinizin,,,,
onların (their),singular (tekil),plural (çoğul),,,,
nominative (yalın),dilleri,dilleri,,,,
definite accusative (belirtme),dillerini,dillerini,,,,
dative (yönelme),dillerine,dillerine,,,,
locative (bulunma),dillerinde,dillerinde,,,,
ablative (çıkma),dillerinden,dillerinden,,,,
genitive (tamlayan),dillerinin,dillerinin,,,,
simple present,singular,plural,,,,
ben (I am),dilim,dillerim*,,,,
sen (you are),dilsin,dillersin*,,,,
o (he/she/it is),dil / dildir,diller* / dillerdir*,,,,
biz (we are),diliz,dilleriz,,,,
siz (you are),dilsiniz,dillersiniz,,,,
onlar (they are),diller,dillerdir,,,,
simple past,singular,plural,,,,
ben (I was),dildim,dillerdim*,,,,
sen (you were),dildin,dillerdin*,,,,
o (he/she/it was),dildi,dillerdi*,,,,
biz (we were),dildik,dillerdik,,,,
siz (you were),dildiniz,dillerdiniz,,,,
onlar (they were),dildiler,dillerdi,,,,
indirect / unwitnessed past,singular,plural,,,,
ben (I was),dilmişim,dillermişim*,,,,
sen (you were),dilmişsin,dillermişsin*,,,,
o (he/she/it was),dilmiş,dillermiş*,,,,
biz (we were),dilmişiz,dillermişiz,,,,
siz (you were),dilmişsiniz,dillermişsiniz,,,,
onlar (they were),dilmişler,dillermiş,,,,
"*Not used, but perhaps rarely - chiefly grammatical formations. Note: Plural forms are not used with adjectives.",,,,,,
