0,1,2
,singular,plural
nominative,Yunan,Yunanlar / Yunan'lar
accusative,Yunan'ı,Yunanları / Yunan'ları
dative,Yunan'a,Yunanlara / Yunan'lara
locative,Yunan'da,Yunanlarda / Yunan'larda
ablative,Yunan'dan,Yunanlardan / Yunan'lardan
genitive,Yunan'ın,Yunanların / Yunan'ların
,singular,plural
benim (my),Yunan'ım,Yunanlarım / Yunan'larım
senin (your),Yunan'ın,Yunanların / Yunan'ların
onun (his/her/its),Yunan'ı,Yunanları / Yunan'ları
bizim (our),Yunan'ımız,Yunanlarımız / Yunan'larımız
sizin (your),Yunan'ınız,Yunanlarınız / Yunan'larınız
onların (their),Yunan'ı / Yunanları / Yunan'ları,Yunanları / Yunan'ları
