0,1,2
,singular (tekil),plural (çoğul)
nominative (yalın),esrarkeş,esrarkeşler
definite accusative (belirtme),esrarkeşi,esrarkeşleri
dative (yönelme),esrarkeşe,esrarkeşlere
locative (bulunma),esrarkeşte,esrarkeşlerde
ablative (çıkma),esrarkeşten,esrarkeşlerden
genitive (tamlayan),esrarkeşin,esrarkeşlerin
simple present,singular,plural
ben (I am),esrarkeşim,esrarkeşlerim*
sen (you are),esrarkeşsin,esrarkeşlersin*
o (he/she/it is),esrarkeş / esrarkeştir,esrarkeşler* / esrarkeşlerdir*
biz (we are),esrarkeşiz,esrarkeşleriz
siz (you are),esrarkeşsiniz,esrarkeşlersiniz
onlar (they are),esrarkeşler,esrarkeşlerdir
simple past,singular,plural
ben (I was),esrarkeştim,esrarkeşlerdim*
sen (you were),esrarkeştin,esrarkeşlerdin*
o (he/she/it was),esrarkeşti,esrarkeşlerdi*
biz (we were),esrarkeştik,esrarkeşlerdik
siz (you were),esrarkeştiniz,esrarkeşlerdiniz
onlar (they were),esrarkeştiler,esrarkeşlerdi
indirect / unwitnessed past,singular,plural
ben (I was),esrarkeşmişim,esrarkeşlermişim*
sen (you were),esrarkeşmişsin,esrarkeşlermişsin*
o (he/she/it was),esrarkeşmiş,esrarkeşlermiş*
biz (we were),esrarkeşmişiz,esrarkeşlermişiz
siz (you were),esrarkeşmişsiniz,esrarkeşlermişsiniz
onlar (they were),esrarkeşmişler,esrarkeşlermiş
"*Not used, but perhaps rarely - chiefly grammatical formations. Note: Plural forms are not used with adjectives.",,
