0,1,2,3,4,5,6,7
infinitive,esser,,,,,,
gerund,"essend, siond",,,,,,
past participle,"stà m, stada f, stads m pl, stadas f pl",,,,,,
person,singular,plural,,,,,
first,second,third,first,second,third,,
indicative,,jau,ti,el/ella/ins,nus,vus,els/ellas
present,sun,es,è,essan,essas,èn,
imperfect,era,eras,era,eran,eras,eran,
conditional,fiss,fissas,fiss,fissan,fissas,fissan,
conjunctive,che jau,che ti,ch'el/ch'ella/ch'ins,che nus,che vus,ch'els/ch'ellas,
saja,sajas,saja,sajan,sajas,sajan,,
imperative,,ti,,,vus,,
,sajas,,,sajas,,,
