0,1,2,3,4,5,6,7
infinitive,pudair,,,,,,
gerund,pudend,,,,,,
past participle,"pudì m, pudidas f, pudids m pl, pudidas f pl",,,,,,
person,singular,plural,,,,,
first,second,third,first,second,third,,
indicative,,jau,ti,el/ella/ins,nus,vus,els/ellas
present,poss,pos,po,pudain,pudais,pon,
imperfect,pudeva,pudevas,pudeva,pudevan,pudevas,pudevan,
conditional,pudess,pudessas,pudess,pudessan,pudessas,pudessan,
subjunctive,che jau,che ti,ch'el/ch'ella/ch'ins,che nus,che vus,ch'els/ch'ellas,
possia,possias,possia,possian,possias,possian,,
