0,1,2,3,4,5,6,7,8,9
number,singular,dual,plural,,,,,,
,first,second,third,second,third,first,second,third,
active,indicative,πῐ́μπλημῐ,πῐ́μπλης,πῐ́μπλησῐ(ν),πῐ́μπλᾰτον,πῐ́μπλᾰτον,πῐ́μπλᾰμεν,πῐ́μπλᾰτε,πῐμπλᾶσῐ(ν)
subjunctive,πῐμπλῶ,πῐμπλῇς,πῐμπλῇ,πῐμπλῆτον,πῐμπλῆτον,πῐμπλῶμεν,πῐμπλῆτε,πῐμπλῶσῐ(ν),
optative,πῐμπλαίην,πῐμπλαίης,πῐμπλαίη,"πῐμπλαῖτον,πῐμπλαίητον","πῐμπλαίτην,πῐμπλαιήτην","πῐμπλαῖμεν,πῐμπλαίημεν","πῐμπλαῖτε,πῐμπλαίητε","πῐμπλαῖεν,πῐμπλαίησᾰν",
imperative,,πῐ́μπλη,πῐμπλᾰ́τω,πῐ́μπλᾰτον,πῐμπλᾰ́των,,πῐ́μπλᾰτε,πῐμπλᾰ́ντων,
middle/passive,indicative,πῐ́μπλᾰμαι,πῐ́μπλᾰσαι,πῐ́μπλᾰται,πῐ́μπλᾰσθον,πῐ́μπλᾰσθον,πῐμπλᾰ́μεθᾰ,πῐ́μπλᾰσθε,πῐ́μπλᾰνται
subjunctive,πῐμπλῶμαι,πῐμπλῇ,πῐμπλῆται,πῐμπλῆσθον,πῐμπλῆσθον,πῐμπλώμεθᾰ,πῐμπλῆσθε,πῐμπλῶνται,
optative,πῐμπλαίμην,πῐμπλαῖο,πῐμπλαῖτο,πῐμπλαῖσθον,πῐμπλαίσθην,πῐμπλαίμεθᾰ,πῐμπλαῖσθε,πῐμπλαῖντο,
imperative,,πῐ́μπλᾰσο,πῐμπλᾰ́σθω,πῐ́μπλᾰσθον,πῐμπλᾰ́σθων,,πῐ́μπλᾰσθε,πῐμπλᾰ́σθων,
,active,middle/passive,,,,,,,
infinitive,πῐμπλᾰ́ναι,πῐ́μπλᾰσθαι,,,,,,,
participle,m,πῐμπλᾱ́ς,πῐμπλᾰ́μενος,,,,,,
f,πῐμπλᾶσᾰ,πῐμπλᾰμένη,,,,,,,
n,πῐμπλᾰ́ν,πῐμπλᾰ́μενον,,,,,,,
Notes:,"This table gives Attic inflectional endings. For conjugation in dialects other than Attic, see Appendix:Ancient Greek dialectal conjugation.",,,,,,,,
number,singular,dual,plural,,,,,,
,first,second,third,second,third,first,second,third,
