0,1,2,3,4,5,6
number case / gender,singular,plural,,,,
masculine,feminine,neuter,masculine,feminine,neuter,
nominative,μελοδραματικός,μελοδραματική,μελοδραματικό,μελοδραματικοί,μελοδραματικές,μελοδραματικά
genitive,μελοδραματικού,μελοδραματικής,μελοδραματικού,μελοδραματικών,μελοδραματικών,μελοδραματικών
accusative,μελοδραματικό,μελοδραματική,μελοδραματικό,μελοδραματικούς,μελοδραματικές,μελοδραματικά
vocative,μελοδραματικέ,μελοδραματική,μελοδραματικό,μελοδραματικοί,μελοδραματικές,μελοδραματικά
derivations,"comparative: πιο + positive forms (e.g. πιο μελοδραματικός, etc.) relative superlative: definite article + πιο + positive forms (e.g. ο πιο μελοδραματικός, etc.)",,,,,
comparative,singular,plural,,,,
masculine,feminine,neuter,masculine,feminine,neuter,
nominative,μελοδραματικότερος,μελοδραματικότερη,μελοδραματικότερο,μελοδραματικότεροι,μελοδραματικότερες,μελοδραματικότερα
genitive,μελοδραματικότερου,μελοδραματικότερης,μελοδραματικότερου,μελοδραματικότερων,μελοδραματικότερων,μελοδραματικότερων
accusative,μελοδραματικότερο,μελοδραματικότερη,μελοδραματικότερο,μελοδραματικότερους,μελοδραματικότερες,μελοδραματικότερα
vocative,μελοδραματικότερε,μελοδραματικότερη,μελοδραματικότερο,μελοδραματικότεροι,μελοδραματικότερες,μελοδραματικότερα
derivations,"relative superlative: ο + comparative forms (eg ""ο μελοδραματικότερος"", etc)",,,,,
absolute superlative,singular,plural,,,,
masculine,feminine,neuter,masculine,feminine,neuter,
nominative,μελοδραματικότατος,μελοδραματικότατη,μελοδραματικότατο,μελοδραματικότατοι,μελοδραματικότατες,μελοδραματικότατα
genitive,μελοδραματικότατου,μελοδραματικότατης,μελοδραματικότατου,μελοδραματικότατων,μελοδραματικότατων,μελοδραματικότατων
accusative,μελοδραματικότατο,μελοδραματικότατη,μελοδραματικότατο,μελοδραματικότατους,μελοδραματικότατες,μελοδραματικότατα
vocative,μελοδραματικότατε,μελοδραματικότατη,μελοδραματικότατο,μελοδραματικότατοι,μελοδραματικότατες,μελοδραματικότατα
