0,1,2,3,4
,Non-past tenses,Past tenses,,
Imperfective,Present,Continuous future,Imperfect,
1st person,sg,βομβαρδίζομαι,θα βομβαρδίζομαι,"βομβαρδιζόμουν, βομβαρδιζόμουνα"
2nd person,βομβαρδίζεσαι,θα βομβαρδίζεσαι,"βομβαρδιζόσουν, βομβαρδιζόσουνα",
3rd person,βομβαρδίζεται,θα βομβαρδίζεται,"βομβαρδιζόταν, βομβαρδιζότανε",
1st person,pl,βομβαρδιζόμαστε,θα βομβαρδιζόμαστε,"βομβαρδιζόμασταν, βομβαρδιζόμαστε2"
2nd person,"βομβαρδίζεστε, βομβαρδιζόσαστε1","θα βομβαρδίζεστε, βομβαρδιζόσαστε1","βομβαρδιζόσασταν, βομβαρδιζόσαστε2",
3rd person,βομβαρδίζονται,θα βομβαρδίζονται,"βομβαρδίζονταν, βομβαρδιζόντανε, βομβαρδιζόντουσαν",
,,,,
Perfective,Dependent†,Simple future,Simple past (Aorist),
1st person,sg,βομβαρδιστώ,θα βομβαρδιστώ,βομβαρδίστηκα
2nd person,βομβαρδιστείς,θα βομβαρδιστείς,βομβαρδίστηκες,
3rd person,βομβαρδιστεί,θα βομβαρδιστεί,βομβαρδίστηκε,
1st person,pl,βομβαρδιστούμε,θα βομβαρδιστούμε,βομβαρδιστήκαμε
2nd person,βομβαρδιστείτε,θα βομβαρδιστείτε,βομβαρδιστήκατε,
3rd person,"βομβαρδιστούν, βομβαρδιστούνε","θα βομβαρδιστούν, θα βομβαρδιστούνε","βομβαρδίστηκαν, βομβαρδιστήκανε",
,,,,
Imperative,Imperfective,Perfective,,
2nd person,sg,—3,βομβαρδίσου,
2nd person,pl,—3,βομβαρδιστείτε,
,,,,
Perfect tenses,,,,
Perfect,"έχω βομβαρδιστεί, έχεις βομβαρδιστεί έχει βομβαρδιστεί, …",,,
Future perfect,"θα έχω βομβαρδιστεί, θα έχεις βομβαρδιστεί, θα έχει βομβαρδιστεί, …",,,
Past perfect,"είχα βομβαρδιστεί, είχες βομβαρδιστεί, είχε βομβαρδιστεί, …",,,
,,,,
Subjunctive,,,,
Continuous,"The present tense form preceded by να, ας, etc",,,
Simple,"The dependent form preceded by να, ας, etc",,,
Past perfect,"The perfect tense form preceded by να, ας, etc",,,
,,,,
When multiple forms are listed above the first will usually be the most common; additional forms may be rare and not given by all sources.,,,,
"†  The dependent form is not used independently, negative and tense forms of the verb are produced when the dependent is preceded by the appropriate particle.     The dependent 3rd person singular, the non-finite form, is used with the auxiliary verb έχω in the most common perfect tense forms.1. Colloquial forms2. Identical to present tense form3. The existance of these forms is doubtful",,,,
,,,,
