0,1,2,3,4,5,6,7,8,9
number,singular,dual,plural,,,,,,
,first,second,third,second,third,first,second,third,
active,indicative,ᾰ̓γορᾰ́ζω,ᾰ̓γορᾰ́ζεις,ᾰ̓γορᾰ́ζει,ᾰ̓γορᾰ́ζετον,ᾰ̓γορᾰ́ζετον,ᾰ̓γορᾰ́ζομεν,ᾰ̓γορᾰ́ζετε,ᾰ̓γορᾰ́ζουσῐ(ν)
subjunctive,ᾰ̓γορᾰ́ζω,ᾰ̓γορᾰ́ζῃς,ᾰ̓γορᾰ́ζῃ,ᾰ̓γορᾰ́ζητον,ᾰ̓γορᾰ́ζητον,ᾰ̓γορᾰ́ζωμεν,ᾰ̓γορᾰ́ζητε,ᾰ̓γορᾰ́ζωσῐ(ν),
optative,ᾰ̓γορᾰ́ζοιμῐ,ᾰ̓γορᾰ́ζοις,ᾰ̓γορᾰ́ζοι,ᾰ̓γορᾰ́ζοιτον,ᾰ̓γορᾰζοίτην,ᾰ̓γορᾰ́ζοιμεν,ᾰ̓γορᾰ́ζοιτε,ᾰ̓γορᾰ́ζοιεν,
imperative,,ᾰ̓γόρᾰζε,ᾰ̓γορᾰζέτω,ᾰ̓γορᾰ́ζετον,ᾰ̓γορᾰζέτων,,ᾰ̓γορᾰ́ζετε,ᾰ̓γορᾰζόντων,
middle/passive,indicative,ᾰ̓γορᾰ́ζομαι,"ᾰ̓γορᾰ́ζῃ,ᾰ̓γορᾰ́ζει",ᾰ̓γορᾰ́ζεται,ᾰ̓γορᾰ́ζεσθον,ᾰ̓γορᾰ́ζεσθον,ᾰ̓γορᾰζόμεθᾰ,ᾰ̓γορᾰ́ζεσθε,ᾰ̓γορᾰ́ζονται
subjunctive,ᾰ̓γορᾰ́ζωμαι,ᾰ̓γορᾰ́ζῃ,ᾰ̓γορᾰ́ζηται,ᾰ̓γορᾰ́ζησθον,ᾰ̓γορᾰ́ζησθον,ᾰ̓γορᾰζώμεθᾰ,ᾰ̓γορᾰ́ζησθε,ᾰ̓γορᾰ́ζωνται,
optative,ᾰ̓γορᾰζοίμην,ᾰ̓γορᾰ́ζοιο,ᾰ̓γορᾰ́ζοιτο,ᾰ̓γορᾰ́ζοισθον,ᾰ̓γορᾰζοίσθην,ᾰ̓γορᾰζοίμεθᾰ,ᾰ̓γορᾰ́ζοισθε,ᾰ̓γορᾰ́ζοιντο,
imperative,,ᾰ̓γορᾰ́ζου,ᾰ̓γορᾰζέσθω,ᾰ̓γορᾰ́ζεσθον,ᾰ̓γορᾰζέσθων,,ᾰ̓γορᾰ́ζεσθε,ᾰ̓γορᾰζέσθων,
,active,middle/passive,,,,,,,
