0,1,2,3,4,5,6
number case / gender,singular,plural,,,,
masculine,feminine,neuter,masculine,feminine,neuter,
nominative,έρημος,έρημη,έρημο,έρημοι,έρημες,έρημα
genitive,έρημου,έρημης,έρημου,έρημων,έρημων,έρημων
accusative,έρημο,έρημη,έρημο,έρημους,έρημες,έρημα
vocative,έρημε,έρημη,έρημο,έρημοι,έρημες,έρημα
derivations,"comparative: πιο + positive forms (e.g. πιο έρημος, etc.) relative superlative: definite article + πιο + positive forms (e.g. ο πιο έρημος, etc.)",,,,,
notes,ερήμων: learned form of the genitive plural (all genders),,,,,
"ερήμην ‎(erímin, “in absentia”)  ερημητήριο n ‎(erimitírio, “hermitage”)  ερημία f ‎(erimía, “solitude”)  ερημιά f ‎(erimiá, “wilderness, deserted land”)  ερημικός ‎(erimikós, “isolated”)  ερημίτης m ‎(erimítis, “hermit”)",,"ερημίτισσα f ‎(erimítissa, “hermit”)  ερημώνω ‎(erimóno, “to devastate”)  άφραχτος κήπος, έρημα τα λάχανα ‎(áfrachtos kípos, érima ta láchana)  μόνος και έρημος ‎(mónos kai érimos)  ο φόβος φυλάει τα έρημα ‎(o fóvos fyláei ta érima)",,,,
,singular,plural,,,,
nominative,έρημος •,έρημοι •,,,,
genitive,ερήμου •,ερήμων •,,,,
accusative,έρημο •,ερήμους •,,,,
vocative,έρημε •,έρημοι •,,,,
