0,1,2,3,4
Masculine a-stem declension of सिंह,,,,
Nom. sg.,सिंहः ‎(siṃhaḥ),,,
Gen. sg.,सिंहस्य ‎(siṃhasya),,,
,Singular,Dual,Plural,
Nominative,सिंहः ‎(siṃhaḥ),सिंहौ ‎(siṃhau),सिंहाः ‎(siṃhāḥ),
Vocative,सिंह ‎(siṃha),सिंहौ ‎(siṃhau),सिंहाः ‎(siṃhāḥ),
Accusative,सिंहम् ‎(siṃham),सिंहौ ‎(siṃhau),सिंहान् ‎(siṃhān),
Instrumental,सिंहेन ‎(siṃhena),सिंहाभ्याम् ‎(siṃhābhyām),सिंहैः ‎(siṃhaiḥ),
Dative,सिंहाय ‎(siṃhāya),सिंहाभ्याम् ‎(siṃhābhyām),सिंहेभ्यः ‎(siṃhebhyaḥ),
Ablative,सिंहात् ‎(siṃhāt),सिंहाभ्याम् ‎(siṃhābhyām),सिंहेभ्यः ‎(siṃhebhyaḥ),
Genitive,सिंहस्य ‎(siṃhasya),सिंहयोः ‎(siṃhayoḥ),सिंहानाम् ‎(siṃhānām),
Locative,सिंहे ‎(siṃhe),सिंहयोः ‎(siṃhayoḥ),सिंहेषु ‎(siṃheṣu),
"Bengali: সিংহ ‎(sinha)  Gujarati: સિંહ ‎(sĩṅh)  Hindi: सिंह ‎(sĩṅh), सिंघ ‎(sĩṅgh)  Indonesian: singa  Kannada: ಸಿಂಹ ‎(siṃha)  Khmer: សឹង្ហ ‎(seung)  Lao: ສິງ ‎(sing)  Malay: singa  Malayalam: സിംഹം ‎(siṃhaṃ)",,"Marathi: सिंह ‎(siṃha)  Nepali: सिंह ‎(sĩṅh)  Oriya: ସିଂହ ‎(sinha)  Pali: sīha  Sinhalese: සිංහය ‎(siṁhaya)  Telugu: సింహము ‎(siṃhamu)  Tamil: சிங்கம் ‎(ciṅkam)  Thai: สิงโต ‎(singto)  Urdu: سنہ ‎(sĩṅh), سنگھ ‎(sĩṅgh)",,
सिंहकेसर ‎(siṃhakesara)  सिंहदंष्ट्र ‎(siṃhadaṃṣṭra)  सिंहद्वार ‎(siṃhadvāra)  सिंहपुर ‎(siṃhapura),,सिंहबल ‎(siṃhabala)  सिंहवाहिनी ‎(siṃhavāhinī)  सिंहाचल ‎(siṃhācala),,सिंहासन ‎(siṃhāsana)  सिंहास्य ‎(siṃhāsya)  सिंहिका ‎(siṃhikā)
