0,1,2,3
Masculine a-stem declension of वीर,,,
Nom. sg.,वीरः ‎(vīraḥ),,
Gen. sg.,वीरस्य ‎(vīrasya),,
,Singular,Dual,Plural
Nominative,वीरः ‎(vīraḥ),वीरौ ‎(vīrau),वीराः ‎(vīrāḥ)
Vocative,वीर ‎(vīra),वीरौ ‎(vīrau),वीराः ‎(vīrāḥ)
Accusative,वीरम् ‎(vīram),वीरौ ‎(vīrau),वीरान् ‎(vīrān)
Instrumental,वीरेण ‎(vīreṇa),वीराभ्याम् ‎(vīrābhyām),वीरैः ‎(vīraiḥ)
Dative,वीराय ‎(vīrāya),वीराभ्याम् ‎(vīrābhyām),वीरेभ्यः ‎(vīrebhyaḥ)
Ablative,वीरात् ‎(vīrāt),वीराभ्याम् ‎(vīrābhyām),वीरेभ्यः ‎(vīrebhyaḥ)
Genitive,वीरस्य ‎(vīrasya),वीरयोः ‎(vīrayoḥ),वीराणाम् ‎(vīrāṇām)
Locative,वीरे ‎(vīre),वीरयोः ‎(vīrayoḥ),वीरेषु ‎(vīreṣu)
Neuter a-stem declension of वीर,,,
Nom. sg.,वीरम् ‎(vīram),,
Gen. sg.,वीरस्य ‎(vīrasya),,
,Singular,Dual,Plural
Nominative,वीरम् ‎(vīram),वीरे ‎(vīre),वीराणि ‎(vīrāṇi)
Vocative,वीर ‎(vīra),वीरे ‎(vīre),वीराणि ‎(vīrāṇi)
Accusative,वीरम् ‎(vīram),वीरे ‎(vīre),वीराणि ‎(vīrāṇi)
Instrumental,वीरेण ‎(vīreṇa),वीराभ्याम् ‎(vīrābhyām),वीरैः ‎(vīraiḥ)
Dative,वीरा ‎(vīrā),वीराभ्याम् ‎(vīrābhyām),वीरेभ्यः ‎(vīrebhyaḥ)
Ablative,वीरात् ‎(vīrāt),वीराभ्याम् ‎(vīrābhyām),वीरेभ्यः ‎(vīrebhyaḥ)
Genitive,वीरस्य ‎(vīrasya),वीरयोः ‎(vīrayoḥ),वीराणाम् ‎(vīrāṇām)
Locative,वीरे ‎(vīre),वीरयोः ‎(vīrayoḥ),वीरेषु ‎(vīreṣu)
