0,1,2,3
Feminine ā-stem declension of भाषा,,,
Nom. sg.,भाषा ‎(bhāṣā),,
Gen. sg.,भाषायाः ‎(bhāṣāyāḥ),,
,Singular,Dual,Plural
Nominative,भाषा ‎(bhāṣā),भाषे ‎(bhāṣe),भाषाः ‎(bhāṣāḥ)
Vocative,भाषे ‎(bhāṣe),भाषे ‎(bhāṣe),भाषाः ‎(bhāṣāḥ)
Accusative,भाषाम् ‎(bhāṣām),भाषे ‎(bhāṣe),भाषाः ‎(bhāṣāḥ)
Instrumental,भाषया ‎(bhāṣayā),भाषाभ्याम् ‎(bhāṣābhyām),भाषाभिः ‎(bhāṣābhiḥ)
Dative,भाषायै ‎(bhāṣāyai),भाषाभ्याम् ‎(bhāṣābhyām),भाषाभ्यः ‎(bhāṣābhyaḥ)
Ablative,भाषायाः ‎(bhāṣāyāḥ),भाषाभ्याम् ‎(bhāṣābhyām),भाषाभ्यः ‎(bhāṣābhyaḥ)
Genitive,भाषायाः ‎(bhāṣāyāḥ),भाषयोः ‎(bhāṣayoḥ),भाषाणाम् ‎(bhāṣāṇām)
Locative,भाषायाम् ‎(bhāṣāyām),भाषयोः ‎(bhāṣayoḥ),भाषासु ‎(bhāṣāsu)
भाषाकुमुदमञ्जरी ‎(bhāṣākumudamañjarī)  भाषाकौमुदी ‎(bhāṣākaumudī)  भाषाचित्रक ‎(bhāṣācitraka)  भाषाज्ञ ‎(bhāṣājña)  भाषानुशासन ‎(bhāṣānuśāsana)  भाषान्तर ‎(bhāṣāntara)  भाषापरिच्छेद ‎(bhāṣāpariccheda)  भाषापाद ‎(bhāṣāpāda)  भाषाप्रकाशिका ‎(bhāṣāprakāśikā),,भाषामञ्जरी ‎(bhāṣāmañjarī)  भाषारत्न ‎(bhāṣāratna)  भाषार्णव ‎(bhāṣārṇava)  भाषालीलावती ‎(bhāṣālīlāvatī)  भाषाविवृतिगीता ‎(bhāṣāvivṛtigītā)  भाषावृत्ति ‎(bhāṣāvṛtti)  भाषावृत्त्यर्थवृत्ति ‎(bhāṣāvṛttyarthavṛtti)  भाषासम ‎(bhāṣāsama)  भाषासमिति ‎(bhāṣāsamiti),
"Acehnese: بهسا ‎(bahsa)  Assamese: ভাষা ‎(bhāṣā)  Badaga: பாஷை ‎(pāṣai)  Balinese: ᬩᬲ ‎(basa)  Banjarese: بهاس ‎(bahasa)  Bengali: ভাষা ‎(bhāṣā)  Betawi: bahasa  Buginese: ᨅᨔ ‎(basa)  Chakma: 𑄞𑄌𑄴 ‎(bhāc)  Cia-Cia: bahasa  Chhattisgarhi: भाखा ‎(bhākhā)  Dhivehi: ބަސް ‎(bas)  Dutch: bahasa  Fiji Hindi: bhasa  Garhwali: भाख ‎(bhākh)  Gujarati: ભાષા ‎(bhāṣā)  Hindi: भाषा ‎(bhāṣā)  Indonesian: bahasa  Kannada: ಭಾಷೆ ‎(bhāṣe)  Kawi: ꦧꦱ ‎(bhāṣa)  Javanese: basa, ꦧꦱ ‎(basa)  Madurese: بَهاسَ ‎(basa)  Makassarese: ᨅᨔ ‎(basa)  Malay: bahasa",,Malayalam: ഭാഷ ‎(bhāṣa)  Marathi: भाषा ‎(bhāṣā)  Minangkabau: باسو ‎(baso)  Mon: ဘာသာ ‎(pʰesa)  Nepali: भाषा ‎(bhāṣā)  Newari: भाषा ‎(bhāṣā)  Northern Thai: ᨽᩣᩇᩣ ‎(pʰāːsǎː)  Oriya: ଭାଷା ‎(bhāṣā)  Pali: bhāsā  Burmese: ဘာသာ ‎(bhasa)  Khmer: ភាសា ‎(pʰiesaa)  Lao: ພາສາ ‎(phā sā)  Shan: ၽႃႇသႃႇ ‎(pʰaa2 sʰaa2)  Thai: ภาษา ‎(phaasăa)  Punjabi: ਭਾਸ਼ਾ ‎(bhāśā)  Pattani Malay: بهاس ‎(bahasa)  Sinhalese: භාෂාව ‎(bhāṣāva)  Sundanese: ᮘᮞ ‎(basa)  Tamil: பாசை ‎(pācai)  Telugu: భాష ‎(bhāṣa)  Tulu: ಬಾಸೆ ‎(bāse)  Urdu: بھاشا ‎(bhāśā),
