0,1,2,3
Masculine a-stem declension of साध्य,,,
Nom. sg.,साध्यः ‎(sādhyaḥ),,
Gen. sg.,साध्यस्य ‎(sādhyasya),,
,Singular,Dual,Plural
Nominative,साध्यः ‎(sādhyaḥ),साध्यौ ‎(sādhyau),साध्याः ‎(sādhyāḥ)
Vocative,साध्य ‎(sādhya),साध्यौ ‎(sādhyau),साध्याः ‎(sādhyāḥ)
Accusative,साध्यम् ‎(sādhyam),साध्यौ ‎(sādhyau),साध्यान् ‎(sādhyān)
Instrumental,साध्येन ‎(sādhyena),साध्याभ्याम् ‎(sādhyābhyām),साध्यैः ‎(sādhyaiḥ)
Dative,साध्याय ‎(sādhyāya),साध्याभ्याम् ‎(sādhyābhyām),साध्येभ्यः ‎(sādhyebhyaḥ)
Ablative,साध्यात् ‎(sādhyāt),साध्याभ्याम् ‎(sādhyābhyām),साध्येभ्यः ‎(sādhyebhyaḥ)
Genitive,साध्यस्य ‎(sādhyasya),साध्ययोः ‎(sādhyayoḥ),साध्यानाम् ‎(sādhyānām)
Locative,साध्ये ‎(sādhye),साध्ययोः ‎(sādhyayoḥ),साध्येषु ‎(sādhyeṣu)
Feminine ā-stem declension of साध्य,,,
Nom. sg.,साध्या ‎(sādhyā),,
Gen. sg.,साध्यायाः ‎(sādhyāyāḥ),,
,Singular,Dual,Plural
Nominative,साध्या ‎(sādhyā),साध्ये ‎(sādhye),साध्याः ‎(sādhyāḥ)
Vocative,साध्ये ‎(sādhye),साध्ये ‎(sādhye),साध्याः ‎(sādhyāḥ)
Accusative,साध्याम् ‎(sādhyām),साध्ये ‎(sādhye),साध्याः ‎(sādhyāḥ)
Instrumental,साध्यया ‎(sādhyayā),साध्याभ्याम् ‎(sādhyābhyām),साध्याभिः ‎(sādhyābhiḥ)
Dative,साध्यायै ‎(sādhyāyai),साध्याभ्याम् ‎(sādhyābhyām),साध्याभ्यः ‎(sādhyābhyaḥ)
Ablative,साध्यायाः ‎(sādhyāyāḥ),साध्याभ्याम् ‎(sādhyābhyām),साध्याभ्यः ‎(sādhyābhyaḥ)
Genitive,साध्यायाः ‎(sādhyāyāḥ),साध्ययोः ‎(sādhyayoḥ),साध्यानाम् ‎(sādhyānām)
Locative,साध्यायाम् ‎(sādhyāyām),साध्ययोः ‎(sādhyayoḥ),साध्यासु ‎(sādhyāsu)
Neuter a-stem declension of साध्य,,,
Nom. sg.,साध्यम् ‎(sādhyam),,
Gen. sg.,साध्यस्य ‎(sādhyasya),,
,Singular,Dual,Plural
Nominative,साध्यम् ‎(sādhyam),साध्ये ‎(sādhye),साध्यानि ‎(sādhyāni)
Vocative,साध्य ‎(sādhya),साध्ये ‎(sādhye),साध्यानि ‎(sādhyāni)
Accusative,साध्यम् ‎(sādhyam),साध्ये ‎(sādhye),साध्यानि ‎(sādhyāni)
Instrumental,साध्येन ‎(sādhyena),साध्याभ्याम् ‎(sādhyābhyām),साध्यैः ‎(sādhyaiḥ)
Dative,साध्या ‎(sādhyā),साध्याभ्याम् ‎(sādhyābhyām),साध्येभ्यः ‎(sādhyebhyaḥ)
Ablative,साध्यात् ‎(sādhyāt),साध्याभ्याम् ‎(sādhyābhyām),साध्येभ्यः ‎(sādhyebhyaḥ)
Genitive,साध्यस्य ‎(sādhyasya),साध्ययोः ‎(sādhyayoḥ),साध्यानाम् ‎(sādhyānām)
Locative,साध्ये ‎(sādhye),साध्ययोः ‎(sādhyayoḥ),साध्येषु ‎(sādhyeṣu)
