0,1,2,3,4,5,6,7
,Indicative,Subjunctive,Imperative,,,,
Pres-fut,Imperfect,Preterite,Conditional,Pres-fut,Imperfect,,
1s,V;FIN;IND;PRS/FUT;1;SG,V;FIN;IND;PST;IPFV;1;SG,V;FIN;IND;PST;PFV;1;SG,V;FIN;IND;COND;1;SG,V;FIN;SBJV;PRS/FUT;1;SG,V;FIN;SBJV;PST;IPFV;1;SG,-
2s,V;FIN;IND;PRS/FUT;2;SG,V;FIN;IND;PST;IPFV;2;SG,V;FIN;IND;PST;PFV;2;SG,V;FIN;IND;COND;2;SG,V;FIN;SBJV;PRS/FUT;2;SG,V;FIN;SBJV;PST;IPFV;2;SG,V;FIN;IMP;2;SG
3s,V;FIN;IND;PRS/FUT;3;SG,V;FIN;IND;PST;IPFV;3;SG,V;FIN;IND;PST;PFV;3;SG,V;FIN;IND;COND;3;SG,V;FIN;SBJV;PRS/FUT;3;SG,V;FIN;SBJV;PST;IPFV;3;SG,V;FIN;IMP;3;SG
1p,V;FIN;IND;PRS/FUT;1;PL,V;FIN;IND;PST;IPFV;1;PL,V;FIN;IND;PST;PFV;1;PL,V;FIN;IND;COND;1;PL,V;FIN;SBJV;PRS/FUT;1;PL,V;FIN;SBJV;PST;IPFV;1;PL,V;FIN;IMP;1;PL
2p,V;FIN;IND;PRS/FUT;2;PL,V;FIN;IND;PST;IPFV;2;PL,V;FIN;IND;PST;PFV;2;PL,V;FIN;IND;COND;2;PL,V;FIN;SBJV;PRS/FUT;2;PL,V;FIN;SBJV;PST;IPFV;2;PL,V;FIN;IMP;2;PL
3p,V;FIN;IND;PRS/FUT;3;PL,V;FIN;IND;PST;IPFV;3;PL,V;FIN;IND;PST;PFV;3;PL,V;FIN;IND;COND;3;PL,V;FIN;SBJV;PRS/FUT;3;PL,V;FIN;SBJV;PST;IPFV;3;PL,V;FIN;IMP;3;PL
0,V;FIN;IND;PRS/FUT;0,V;FIN;IND;PST;IPFV;0,V;FIN;IND;PST;PFV;0,V;FIN;IND;COND;0,V;FIN;SBJV;PRS/FUT;0,V;FIN;SBJV;PST;IPFV;0,-
Present participle: ow mynnes Verbal adjective: mynnys,,,,,,,
Cornish consonant mutation,,,,,,,
unmutated,soft,aspirate,hard,mixed,mixed after 'th,,
mynnes,vynnes,unchanged,unchanged,fynnes,vynnes,,
