0,1,2,3,4
,masculine (vīriešu dzimte),,feminine (sieviešu dzimte),
singular (vienskaitlis),plural (daudzskaitlis),singular (vienskaitlis),plural (daudzskaitlis),
nominative (nominatīvs),ausis,ausuši,aususi,ausušas
accusative (akuzatīvs),ausušu,ausušus,ausušu,ausušas
genitive (ģenitīvs),ausuša,ausušu,ausušas,ausušu
dative (datīvs),ausušam,ausušiem,ausušai,ausušām
instrumental (instrumentālis),ausušu,ausušiem,ausušu,ausušām
locative (lokatīvs),ausušā,ausušos,ausušā,ausušās
vocative (vokatīvs),—,—,—,—
,,,,
