0,1,2,3,4,5,6
,,(file),,,,
,INDICATIVE (īstenības izteiksme),IMPERATIVE(pavēles izteiksme),,,,
,,Present(tagadne),Past(pagātne),Future(nākotne),,
1st pers. sg.,es,cepu,cepu,cepšu,—,
2nd pers. sg.,tu,cep,cepi,cepsi,cep,
3rd pers. sg.,"viņš, viņa",cep,cepa,ceps,lai cep,
1st pers. pl.,mēs,cepam,cepām,cepsim,cepsim,
2nd pers. pl.,jūs,cepat,cepāt,"cepsiet,cepsit",cepiet,
3rd pers. pl.,"viņi, viņas",cep,cepa,ceps,lai cep,
,,,,,,
CONJUNCTIVE (atstāstījuma izteiksme),PARTICIPLES (divdabji),,,,,
Present,cepot,Present Active 1 (Adj.),cepošs,,,
Past,esot cepis,Present Active 2 (Adv.),cepdams,,,
Future,cepšot,Present Active 3 (Adv.),cepot,,,
Imperative,lai cepot,Present Active 4 (Obj.),cepam,,,
CONDITIONAL (vēlējuma izteiksme),Past Active,cepis,,,,
Present,ceptu,Present Passive,cepams,,,
Past,būtu cepis,Past Passive,cepts,,,
DEBITIVE (vajadzības izteiksme),NOMINAL FORMS,,,,,
Indicative,(būt) jācep,Infinitive (nenoteiksme),cept,,,
Conjunctive 1,esot jācep,Negative Infinitive,necept,,,
Conjunctive 2,jācepot,Verbal noun,cepšana,,,
apcept  atcept  iecept,,izcept  nocept  pacept,,pārcept  piecept,,sacept  uzcept
cepeškrāsns  cepešpanna  cepetis,,cepiens  cepināt  ceplis,,cepties  ceptuve  cepums,,
