0,1,2,3,4
,masculine (vīriešu dzimte),,feminine (sieviešu dzimte),
singular (vienskaitlis),plural (daudzskaitlis),singular (vienskaitlis),plural (daudzskaitlis),
nominative (nominatīvs),parasts,parasti,parasta,parastas
accusative (akuzatīvs),parastu,parastus,parastu,parastas
genitive (ģenitīvs),parasta,parastu,parastas,parastu
dative (datīvs),parastam,parastiem,parastai,parastām
instrumental (instrumentālis),parastu,parastiem,parastu,parastām
locative (lokatīvs),parastā,parastos,parastā,parastās
vocative (vokatīvs),—,—,—,—
,,,,
,masculine (vīriešu dzimte),,feminine (sieviešu dzimte),
singular (vienskaitlis),plural (daudzskaitlis),singular (vienskaitlis),plural (daudzskaitlis),
nominative (nominatīvs),parasts,parasti,parasta,parastas
accusative (akuzatīvs),parastu,parastus,parastu,parastas
genitive (ģenitīvs),parasta,parastu,parastas,parastu
dative (datīvs),parastam,parastiem,parastai,parastām
instrumental (instrumentālis),parastu,parastiem,parastu,parastām
locative (lokatīvs),parastā,parastos,parastā,parastās
vocative (vokatīvs),—,—,—,—
,,,,
