0,1,2,3,4
Case,Masculine singular,Feminine singular,Plural,
Nominative,bàn,bhàn,bàna,
Vocative,bhàin,bhàn,bàna,
Genitive,bhàin,bhàin/bàine,bàna,
Dative,bhàn,bhàin,bàna,
comhachag-bhàn f ‎(“snowy owl”)  corra-bhàn f ‎(“stork”),,còta-bàn m ‎(“petticoat”)  iolair-bhàn f ‎(“sea eagle”),,lèine bhàn f ‎(“white tissue lining eggshell”)  talamh bàn m ‎(“fallow ground”)
Colors in Scottish Gaelic · dathan (layout · text),,,,
dearg,uaine,buidhe,?,bàn
{{{crimson}}},magenta,?,gorm,pinc
guirmean,gorm,orainds,glas,?
dubh,purpaidh,donn,liath,saidhean
