0,1,2
infinitive,wrecan,tō wrecanne
indicative,present,past
1st-person singular,wrece,wræc
2nd-person singular,wricest,wrǣce
3rd-person singular,wriceþ,wræc
plural,wrecaþ,wrǣcon
subjunctive,present,past
singular,wrece,wrǣce
plural,wrecen,wrǣcen
imperative,,
singular,wrec,
plural,wrecaþ,
participle,present,past
,wrecende,(ġe)wrecen
āwrecan / āƿrecan  bewrecan / beƿrecan  forwrecan / forƿrecan  ġewrecan / ġeƿrecan  goldwrecen / goldƿrecen  oferwrecan / oferƿrecan  onwrecan / onƿrecan,,tōwrecan / tōƿrecan  scyldwreccende / scyldƿreccende  wracian / ƿracian  wreogan / ƿreogan  ǣrendwreca / ǣrendƿreca  þeōdwrecan / þeōdƿrecan  þurhwrecan / þurhƿrecan
