0,1,2
,singular,plural
1st person (I am/we are),سپاسگزارم (sepâsgozâram),سپاسگزاریم (sepâsgozârim)
2nd person (you are),سپاسگزاری (sepâsgozâri),سپاسگزارید (sepâsgozârid)سپاسگزارین (sepâsgozârin) (colloquial)
"3rd person (he, she, it is/they are)",سپاسگزار است (sepâsgozâr ast) سپاسگزاره (sepâsgozâre) (colloquial),سپاسگزارند (sepâsgozârand) سپاسگزارن (sepâsgozâran) (colloquial)
,singular,plural
1st person (I am/we are),سپاسگزارترم (sepâsgozâr-taram),سپاسگزارتریم (sepâsgozâr-tarim)
2nd person (you are),سپاسگزارتری (sepâsgozâr-tari),سپاسگزارترید (sepâsgozâr-tarid)سپاسگزارترین (sepâsgozâr-tarin) (colloquial)
"3rd person (he, she, it is/they are)",سپاسگزارتر است (sepâsgozâr-tar ast) سپاسگزارتره (sepâsgozâr-tare) (colloquial),سپاسگزارترند (sepâsgozâr-tarand) سپاسگزارترن (sepâsgozâr-taran) (colloquial)
,singular,plural
1st person (I am/we are),سپاسگزارترینم (sepâsgozâr-tarinam),سپاسگزارترینیم (sepâsgozâr-tarinim)
2nd person (you are),سپاسگزارترینی (sepâsgozâr-tarini),سپاسگزارترینید (sepâsgozâr-tarinid)سپاسگزارترینین (sepâsgozâr-tarinin) (colloquial)
"3rd person (he, she, it is/they are)",سپاسگزارترین است (sepâsgozâr-tarin ast) سپاسگزارترینه (sepâsgozâr-tarine) (colloquial),سپاسگزارترینند (sepâsgozâr-tarinand) سپاسگزارترینن (sepâsgozâr-tarinan) (colloquial)
