0,1,2,3,4,5,6
Singular,basic singular triptote,,,,,
Indefinite,Definite,Construct,,,,
Informal,فَارِسِيfārisī,الْفَارِسِيal-fārisī,فَارِسِيfārisī,,,
Nominative,فَارِسِيٌّfārisiyyun,الْفَارِسِيُّal-fārisiyyu,فَارِسِيُّfārisiyyu,,,
Accusative,فَارِسِيًّاfārisiyyan,الْفَارِسِيَّal-fārisiyya,فَارِسِيَّfārisiyya,,,
Genitive,فَارِسِيٍّfārisiyyin,الْفَارِسِيِّal-fārisiyyi,فَارِسِيِّfārisiyyi,,,
Singular,Masculine,Feminine,,,,
basic singular triptote,singular triptote in ـَة ‎(-a),,,,,
Indefinite,Definite,Construct,Indefinite,Definite,Construct,
Informal,فَارِسِيfārisī,الْفَارِسِيal-fārisī,فَارِسِيfārisī,فَارِسِيَّةfārisiyya,الْفَارِسِيَّةal-fārisiyya,فَارِسِيَّةfārisiyyat
Nominative,فَارِسِيٌّfārisiyyun,الْفَارِسِيُّal-fārisiyyu,فَارِسِيُّfārisiyyu,فَارِسِيَّةٌfārisiyyatun,الْفَارِسِيَّةُal-fārisiyyatu,فَارِسِيَّةُfārisiyyatu
Accusative,فَارِسِيًّاfārisiyyan,الْفَارِسِيَّal-fārisiyya,فَارِسِيَّfārisiyya,فَارِسِيَّةًfārisiyyatan,الْفَارِسِيَّةَal-fārisiyyata,فَارِسِيَّةَfārisiyyata
Genitive,فَارِسِيٍّfārisiyyin,الْفَارِسِيِّal-fārisiyyi,فَارِسِيِّfārisiyyi,فَارِسِيَّةٍfārisiyyatin,الْفَارِسِيَّةِal-fārisiyyati,فَارِسِيَّةِfārisiyyati
Dual,Masculine,Feminine,,,,
Indefinite,Definite,Construct,Indefinite,Definite,Construct,
Informal,فَارِسِيَّيْنfārisiyyayn,الْفَارِسِيَّيْنal-fārisiyyayn,فَارِسِيَّيْfārisiyyay,فَارِسِيَّتَيْنfārisiyyatayn,الْفَارِسِيَّتَيْنal-fārisiyyatayn,فَارِسِيَّتَيْfārisiyyatay
Nominative,فَارِسِيَّانِfārisiyyāni,الْفَارِسِيَّانِal-fārisiyyāni,فَارِسِيَّاfārisiyyā,فَارِسِيَّتَانِfārisiyyatāni,الْفَارِسِيَّتَانِal-fārisiyyatāni,فَارِسِيَّتَاfārisiyyatā
Accusative,فَارِسِيَّيْنِfārisiyyayni,الْفَارِسِيَّيْنِal-fārisiyyayni,فَارِسِيَّيْfārisiyyay,فَارِسِيَّتَيْنِfārisiyyatayni,الْفَارِسِيَّتَيْنِal-fārisiyyatayni,فَارِسِيَّتَيْfārisiyyatay
Genitive,فَارِسِيَّيْنِfārisiyyayni,الْفَارِسِيَّيْنِal-fārisiyyayni,فَارِسِيَّيْfārisiyyay,فَارِسِيَّتَيْنِfārisiyyatayni,الْفَارِسِيَّتَيْنِal-fārisiyyatayni,فَارِسِيَّتَيْfārisiyyatay
Plural,Masculine,Feminine,,,,
sound masculine plural,sound feminine plural,,,,,
Indefinite,Definite,Construct,Indefinite,Definite,Construct,
Informal,فَارِسِيِّينfārisiyyīn,الْفَارِسِيِّينal-fārisiyyīn,فَارِسِيِّيfārisiyyī,فَارِسِيَّاتfārisiyyāt,الْفَارِسِيَّاتal-fārisiyyāt,فَارِسِيَّاتfārisiyyāt
Nominative,فَارِسِيُّونَfārisiyyūna,الْفَارِسِيُّونَal-fārisiyyūna,فَارِسِيُّوfārisiyyū,فَارِسِيَّاتٌfārisiyyātun,الْفَارِسِيَّاتُal-fārisiyyātu,فَارِسِيَّاتُfārisiyyātu
Accusative,فَارِسِيِّينَfārisiyyīna,الْفَارِسِيِّينَal-fārisiyyīna,فَارِسِيِّيfārisiyyī,فَارِسِيَّاتٍfārisiyyātin,الْفَارِسِيَّاتِal-fārisiyyāti,فَارِسِيَّاتِfārisiyyāti
Genitive,فَارِسِيِّينَfārisiyyīna,الْفَارِسِيِّينَal-fārisiyyīna,فَارِسِيِّيfārisiyyī,فَارِسِيَّاتٍfārisiyyātin,الْفَارِسِيَّاتِal-fārisiyyāti,فَارِسِيَّاتِfārisiyyāti
Singular,Masculine,Feminine,,,,
basic singular triptote,singular triptote in ـَة ‎(-a),,,,,
Indefinite,Definite,Indefinite,Definite,,,
Informal,فَارِسِيfārisī,الْفَارِسِيal-fārisī,فَارِسِيَّةfārisiyya,الْفَارِسِيَّةal-fārisiyya,,
Nominative,فَارِسِيٌّfārisiyyun,الْفَارِسِيُّal-fārisiyyu,فَارِسِيَّةٌfārisiyyatun,الْفَارِسِيَّةُal-fārisiyyatu,,
Accusative,فَارِسِيًّاfārisiyyan,الْفَارِسِيَّal-fārisiyya,فَارِسِيَّةًfārisiyyatan,الْفَارِسِيَّةَal-fārisiyyata,,
Genitive,فَارِسِيٍّfārisiyyin,الْفَارِسِيِّal-fārisiyyi,فَارِسِيَّةٍfārisiyyatin,الْفَارِسِيَّةِal-fārisiyyati,,
Dual,Masculine,Feminine,,,,
Indefinite,Definite,Indefinite,Definite,,,
Informal,فَارِسِيَّيْنfārisiyyayn,الْفَارِسِيَّيْنal-fārisiyyayn,فَارِسِيَّتَيْنfārisiyyatayn,الْفَارِسِيَّتَيْنal-fārisiyyatayn,,
Nominative,فَارِسِيَّانِfārisiyyāni,الْفَارِسِيَّانِal-fārisiyyāni,فَارِسِيَّتَانِfārisiyyatāni,الْفَارِسِيَّتَانِal-fārisiyyatāni,,
Accusative,فَارِسِيَّيْنِfārisiyyayni,الْفَارِسِيَّيْنِal-fārisiyyayni,فَارِسِيَّتَيْنِfārisiyyatayni,الْفَارِسِيَّتَيْنِal-fārisiyyatayni,,
Genitive,فَارِسِيَّيْنِfārisiyyayni,الْفَارِسِيَّيْنِal-fārisiyyayni,فَارِسِيَّتَيْنِfārisiyyatayni,الْفَارِسِيَّتَيْنِal-fārisiyyatayni,,
Plural,Masculine,Feminine,,,,
sound masculine plural,sound feminine plural,,,,,
Indefinite,Definite,Indefinite,Definite,,,
