0,1,2,3,4,5
Base form,رَغْمَ ‎(raḡma),,,,
Personal-pronoun-including forms,Singular,Dual,Plural,,
Masculine,Feminine,Common,Masculine,Feminine,
First person,رَغْمِي ‎(raḡmī),,رَغْمَنَا ‎(raḡmanā),,
Second person,رَغْمَكَ ‎(raḡmaka),رَغْمَكِ ‎(raḡmaki),رَغْمَكُمَا ‎(raḡmakumā),رَغْمَكُمْ ‎(raḡmakum),رَغْمَكُنَّ ‎(raḡmakunna)
Third person,رَغْمَهُ ‎(raḡmahu),رَغْمَهَا ‎(raḡmahā),رَغْمَهُمَا ‎(raḡmahumā),رَغْمَهُمْ ‎(raḡmahum),رَغْمَهُنَّ ‎(raḡmahunna)
Singular,basic singular triptote,,,,
Indefinite,Definite,Construct,,,
Informal,رَغْمraḡm,الرَّغْمar-raḡm,رَغْمraḡm,,
Nominative,رَغْمٌraḡmun,الرَّغْمُar-raḡmu,رَغْمُraḡmu,,
Accusative,رَغْمًاraḡman,الرَّغْمَar-raḡma,رَغْمَraḡma,,
Genitive,رَغْمٍraḡmin,الرَّغْمِar-raḡmi,رَغْمِraḡmi,,
