0,1,2,3
Singulative,singulative triptote in ـَة ‎(-a),,
Indefinite,Definite,Construct,
Informal,وَرْدَةwarda,الْوَرْدَةal-warda,وَرْدَةwardat
Nominative,وَرْدَةٌwardatun,الْوَرْدَةُal-wardatu,وَرْدَةُwardatu
Accusative,وَرْدَةًwardatan,الْوَرْدَةَal-wardata,وَرْدَةَwardata
Genitive,وَرْدَةٍwardatin,الْوَرْدَةِal-wardati,وَرْدَةِwardati
Collective,basic collective triptote,,
Indefinite,Definite,Construct,
Informal,وَرْدward,الْوَرْدal-ward,وَرْدward
Nominative,وَرْدٌwardun,الْوَرْدُal-wardu,وَرْدُwardu
Accusative,وَرْدًاwardan,الْوَرْدَal-warda,وَرْدَwarda
Genitive,وَرْدٍwardin,الْوَرْدِal-wardi,وَرْدِwardi
Dual,Indefinite,Definite,Construct
Informal,وَرْدَتَيْنwardatayn,الْوَرْدَتَيْنal-wardatayn,وَرْدَتَيْwardatay
Nominative,وَرْدَتَانِwardatāni,الْوَرْدَتَانِal-wardatāni,وَرْدَتَاwardatā
Accusative,وَرْدَتَيْنِwardatayni,الْوَرْدَتَيْنِal-wardatayni,وَرْدَتَيْwardatay
Genitive,وَرْدَتَيْنِwardatayni,الْوَرْدَتَيْنِal-wardatayni,وَرْدَتَيْwardatay
Paucal (3-10),sound feminine paucal,,
Indefinite,Definite,Construct,
Informal,وَرْدَاتwardāt,الْوَرْدَاتal-wardāt,وَرْدَاتwardāt
Nominative,وَرْدَاتٌwardātun,الْوَرْدَاتُal-wardātu,وَرْدَاتُwardātu
Accusative,وَرْدَاتٍwardātin,الْوَرْدَاتِal-wardāti,وَرْدَاتِwardāti
Genitive,وَرْدَاتٍwardātin,الْوَرْدَاتِal-wardāti,وَرْدَاتِwardāti
Plural of variety,basic broken plural triptote,,
Indefinite,Definite,Construct,
Informal,وُرُودwurūd,الْوُرُودal-wurūd,وُرُودwurūd
Nominative,وُرُودٌwurūdun,الْوُرُودُal-wurūdu,وُرُودُwurūdu
Accusative,وُرُودًاwurūdan,الْوُرُودَal-wurūda,وُرُودَwurūda
Genitive,وُرُودٍwurūdin,الْوُرُودِal-wurūdi,وُرُودِwurūdi
Singular,singular triptote in ـَة ‎(-a),,
Indefinite,Definite,Construct,
Informal,وُرْدَةwurda,الْوُرْدَةal-wurda,وُرْدَةwurdat
Nominative,وُرْدَةٌwurdatun,الْوُرْدَةُal-wurdatu,وُرْدَةُwurdatu
Accusative,وُرْدَةًwurdatan,الْوُرْدَةَal-wurdata,وُرْدَةَwurdata
Genitive,وُرْدَةٍwurdatin,الْوُرْدَةِal-wurdati,وُرْدَةِwurdati
