0,1,2,3,4,5,6
,,,,,,
Strong declension,,,,,,
gender,masculine,neuter,feminine,,,
case,singular,plural,singular,plural,singular,plural
nominative,giwahsan,giwahsane,giwahsan,giwahsanu,giwahsan,giwahsane
accusative,giwahsanana,giwahsane,giwahsan,giwahsanu,giwahsana,giwahsane
genitive,giwahsanes,giwahsanarō,giwahsanes,giwahsanarō,giwahsanaro,giwahsanarō
dative,giwahsanumu,giwahsanum,giwahsanumu,giwahsanum,giwahsanaro,giwahsanum
,,,,,,
Weak declension,,,,,,
gender,masculine,neuter,feminine,,,
case,singular,plural,singular,plural,singular,plural
nominative,giwahsano,giwahsanu,giwahsana,giwahsanu,giwahsana,giwahsanu
accusative,giwahsanun,giwahsanun,giwahsana,giwahsanun,giwahsanun,giwahsanun
genitive,giwahsanun,giwahsanonō,giwahsanun,giwahsanonō,giwahsanun,giwahsanonō
dative,giwahsanun,giwahsanum,giwahsanun,giwahsanum,giwahsanun,giwahsanum
