0,1,2,3,4
audio,,(file),,
Inflection of gift,,,,
,Singular,Plural,,
Indefinite,Definite,Indefinite,Definite,
Nominative,gift,giftet,gifter,gifterna
Genitive,gifts,giftets,gifters,gifternas
Inflection of gift,,,,
Indefinite/attributive,Positive,Comparative,Superlative2,
Common singular,gift,—,—,
Neuter singular,gift,—,—,
Plural,gifta,—,—,
Definite,Positive,Comparative,Superlative,
Masculine singular1,gifte,—,—,
All,gifta,—,—,
"1) Only used, optionally, to refer to things whose natural gender is masculine.2) The indefinite superlative forms are only used in an attributive role.",,,,
