0,1,2,3,4
Audio,,(file),,
Audio (the first pronunciation),,(file),,
Inflection of blåst,,,,
Indefinite/attributive,Positive,Comparative,Superlative2,
Common singular,blåst,mer blåst,mest blåst,
Neuter singular,blåst,mer blåst,mest blåst,
Plural,blåsta,mer blåsta,mest blåsta,
Definite,Positive,Comparative,Superlative,
Masculine singular1,blåste,mer blåste,mest blåste,
All,blåsta,mer blåsta,mest blåsta,
"1) Only used, optionally, to refer to things whose natural gender is masculine.2) The indefinite superlative forms are only used in an attributive role.",,,,
PIE root,,,,
*bʰleh₁-,,,,
,uncountable,uncountable,,
Common,indefinite,definite,,
nominative,blåst,blåsten,,
genitive,blåsts,blåstens,,
