0,1,2,3,4
audio,,(file),,
jóból is megárt a sok  jó éjszakát  jó éjszakát kívánok  jó estét  jó estét kívánok  jó étvágyat  jónak lát  jó napot,,jó napot kívánok  jó reggelt  jó reggelt kívánok  jó szerencsét  jó tett helyébe jót várj  jó utat,,"minden jó, ha a vége jó  minden rosszban van valami jó  mindenütt jó, de legjobb otthon  sok jó ember kis helyen is elfér  szép jó estét"
"Inflection (plural in -k, back harmony)",,,,
,singular,plural,,
nominative,jó,jók,,
accusative,jót,jókat,,
dative,jónak,jóknak,,
instrumental,jóval,jókkal,,
causal-final,jóért,jókért,,
translative,jóvá,jókká,,
terminative,jóig,jókig,,
essive-formal,jóként,jókként,,
essive-modal,—,—,,
inessive,jóban,jókban,,
superessive,jón,jókon,,
adessive,jónál,jóknál,,
illative,jóba,jókba,,
sublative,jóra,jókra,,
allative,jóhoz,jókhoz,,
elative,jóból,jókból,,
delative,jóról,jókról,,
ablative,jótól,jóktól,,
Possessive forms of jó,,,,
possessor,single possession,multiple possessions,,
1st person sing.,jóm,jóim,,
2nd person sing.,jód,jóid,,
3rd person sing.,jója,jói,,
1st person plural,jónk,jóink,,
2nd person plural,jótok,jóitok,,
3rd person plural,jójuk,jóik,,
