0,1,2,3,4,5,6
fogadóbizottság  fogadóiroda,,fogadónap  fogadóóra,,fogadószoba  fogadószülők,,fogadóvágány  szófogadó
"Inflection (stem in long/high vowel, back harmony)",,,,,,
,singular,plural,,,,
nominative,fogadó,fogadók,,,,
accusative,fogadót,fogadókat,,,,
dative,fogadónak,fogadóknak,,,,
instrumental,fogadóval,fogadókkal,,,,
causal-final,fogadóért,fogadókért,,,,
translative,fogadóvá,fogadókká,,,,
terminative,fogadóig,fogadókig,,,,
essive-formal,fogadóként,fogadókként,,,,
essive-modal,—,—,,,,
inessive,fogadóban,fogadókban,,,,
superessive,fogadón,fogadókon,,,,
adessive,fogadónál,fogadóknál,,,,
illative,fogadóba,fogadókba,,,,
sublative,fogadóra,fogadókra,,,,
allative,fogadóhoz,fogadókhoz,,,,
elative,fogadóból,fogadókból,,,,
delative,fogadóról,fogadókról,,,,
ablative,fogadótól,fogadóktól,,,,
Possessive forms of fogadó,,,,,,
possessor,single possession,multiple possessions,,,,
1st person sing.,fogadóm,fogadóim,,,,
2nd person sing.,fogadód,fogadóid,,,,
3rd person sing.,fogadója,fogadói,,,,
1st person plural,fogadónk,fogadóink,,,,
2nd person plural,fogadótok,fogadóitok,,,,
3rd person plural,fogadójuk,fogadóik,,,,
