0,1,2,3,4
"Inflection (stem in -e-, front rounded harmony)",,,,
,singular,plural,,
nominative,vörös,vörösek,,
accusative,vöröset,vöröseket,,
dative,vörösnek,vöröseknek,,
instrumental,vörössel,vörösekkel,,
causal-final,vörösért,vörösekért,,
translative,vörössé,vörösekké,,
terminative,vörösig,vörösekig,,
essive-formal,vörösként,vörösekként,,
essive-modal,—,—,,
inessive,vörösben,vörösekben,,
superessive,vörösön,vöröseken,,
adessive,vörösnél,vöröseknél,,
illative,vörösbe,vörösekbe,,
sublative,vörösre,vörösekre,,
allative,vöröshöz,vörösekhez,,
elative,vörösből,vörösekből,,
delative,vörösről,vörösekről,,
ablative,vöröstől,vörösektől,,
"Inflection (stem in -ö-, front rounded harmony)",,,,
,singular,plural,,
nominative,vörös,vörösök,,
accusative,vöröst,vörösöket,,
dative,vörösnek,vörösöknek,,
instrumental,vörössel,vörösökkel,,
causal-final,vörösért,vörösökért,,
translative,vörössé,vörösökké,,
terminative,vörösig,vörösökig,,
essive-formal,vörösként,vörösökként,,
essive-modal,—,—,,
inessive,vörösben,vörösökben,,
superessive,vörösön,vörösökön,,
adessive,vörösnél,vörösöknél,,
illative,vörösbe,vörösökbe,,
sublative,vörösre,vörösökre,,
allative,vöröshöz,vörösökhöz,,
elative,vörösből,vörösökből,,
delative,vörösről,vörösökről,,
ablative,vöröstől,vörösöktől,,
Possessive forms of vörös,,,,
possessor,single possession,multiple possessions,,
1st person sing.,vörösöm,vöröseim,,
2nd person sing.,vörösöd,vöröseid,,
3rd person sing.,vöröse,vörösei,,
1st person plural,vörösünk,vöröseink,,
2nd person plural,vörösötök,vöröseitek,,
3rd person plural,vörösük,vöröseik,,
Colors in Hungarian · színek (layout · text),,,,
"piros, vörös",zöld,sárga,"krémszínű, csontszínű",fehér
karmazsin,bíbor,zöldeskék,?,rózsaszín
indigó,kék,narancssárga,szürke,ibolya
fekete,lila,barna,"azúrkék, égszínkék",cián
