0,1,2
Audio,,(file)
"Inflection (plural in -ok, back harmony)",,
,singular,plural
nominative,lak,lakok
accusative,lakot,lakokat
dative,laknak,lakoknak
instrumental,lakkal,lakokkal
causal-final,lakért,lakokért
translative,lakká,lakokká
terminative,lakig,lakokig
essive-formal,lakként,lakokként
essive-modal,—,—
inessive,lakban,lakokban
superessive,lakon,lakokon
adessive,laknál,lakoknál
illative,lakba,lakokba
sublative,lakra,lakokra
allative,lakhoz,lakokhoz
elative,lakból,lakokból
delative,lakról,lakokról
ablative,laktól,lakoktól
Possessive forms of lak,,
possessor,single possession,multiple possessions
1st person sing.,lakom,lakaim
2nd person sing.,lakod,lakaid
3rd person sing.,laka,lakai
1st person plural,lakunk,lakaink
2nd person plural,lakotok,lakaitok
3rd person plural,lakuk,lakaik
Possessive forms of lak,,
possessor,single possession,multiple possessions
1st person sing.,lakom,lakjaim
2nd person sing.,lakod,lakjaid
3rd person sing.,lakja,lakjai
1st person plural,lakunk,lakjaink
2nd person plural,lakotok,lakjaitok
3rd person plural,lakjuk,lakjaik
lakcím  lakik,,lakocska  remetelak
